trial,timestamp,phase,trial_kind,evaluation_profile,profile_trial,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
1727,1789306193.031651,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,227,0,2,2,1,1.0,0.04266,0.17865,0.7787,0.63703,brightness_only,1.86349,1.44,1.44,2.42837,4.12311,2.5328,0.788546255506608,0.7790425663936461,0.722972972972973,0.8,0.79,0.788546255506608,179,227,0.9113924050632911,0.8375,0.5882352941176471,0.788546255506608,0.7790425663936461,0.722972972972973,0.8,0.79,0.788546255506608,179,227,0.9113924050632911,0.8375,0.5882352941176471,0,0.0
1728,1789306193.0325341,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,228,0,1,1,1,1.0,0.00353,0.92861,0.06785,0.27129,brightness_only,2.10063,1.44,1.44,2.62426,,,0.7894736842105263,0.7797112906734814,0.7248322147651006,0.8,0.8,0.7894736842105263,180,228,0.9113924050632911,0.8395061728395061,0.5882352941176471,0.7894736842105263,0.7797112906734814,0.7248322147651006,0.8,0.8,0.7894736842105263,180,228,0.9113924050632911,0.8395061728395061,0.5882352941176471,0,0.0
1729,1789306193.2744255,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,229,0,1,1,1,1.0,0.0026,0.91368,0.08372,0.30559,brightness_only,1.91675,1.44,1.44,2.30046,,,0.7903930131004366,0.7803637046050281,0.7266666666666667,0.8,0.81,0.7903930131004366,181,229,0.9113924050632911,0.8414634146341463,0.5882352941176471,0.7903930131004366,0.7803637046050281,0.7266666666666667,0.8,0.81,0.7903930131004366,181,229,0.9113924050632911,0.8414634146341463,0.5882352941176471,0,0.0
1730,1789306193.2756875,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,230,0,0,0,1,1.0,0.88696,0.02513,0.08792,0.41272,brightness_only,0.0,0.0,0.0,0.57813,,,0.7913043478260869,0.7807329029172645,0.7266666666666667,0.8,0.81,0.7913043478260869,182,230,0.9125,0.8414634146341463,0.5882352941176471,0.7913043478260869,0.7807329029172645,0.7266666666666667,0.8,0.81,0.7913043478260869,182,230,0.9125,0.8414634146341463,0.5882352941176471,0,0.0
1731,1789306193.2769318,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,231,0,1,1,1,1.0,0.0037,0.94098,0.05531,0.23809,brightness_only,2.06022,1.44,1.44,2.57998,,,0.7922077922077922,0.7813695960311836,0.7284768211920529,0.85,0.81,0.7922077922077922,183,231,0.9125,0.8433734939759037,0.5882352941176471,0.7922077922077922,0.7813695960311836,0.7284768211920529,0.85,0.81,0.7922077922077922,183,231,0.9125,0.8433734939759037,0.5882352941176471,0,0.0
1732,1789306193.277946,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,232,0,2,2,1,1.0,0.03902,0.55015,0.41083,0.82079,brightness_only,2.13527,1.44,1.44,2.65338,8.06226,2.18202,0.7931034482758621,0.783358797508876,0.7302631578947368,0.9,0.81,0.7931034482758621,184,232,0.9125,0.8433734939759037,0.5942028985507246,0.7931034482758621,0.783358797508876,0.7302631578947368,0.9,0.81,0.7931034482758621,184,232,0.9125,0.8433734939759037,0.5942028985507246,0,0.0
1733,1789306193.2788935,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,233,0,1,1,1,1.0,0.00546,0.86816,0.12638,0.4126,brightness_only,2.05246,1.44,1.44,2.67853,,,0.7939914163090128,0.78398033126294,0.7320261437908496,0.9,0.81,0.7939914163090128,185,233,0.9125,0.8452380952380952,0.5942028985507246,0.7939914163090128,0.78398033126294,0.7320261437908496,0.9,0.81,0.7939914163090128,185,233,0.9125,0.8452380952380952,0.5942028985507246,0,0.0
1734,1789306193.2797422,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,234,0,0,0,1,1.0,0.88396,0.0283,0.08774,0.42343,brightness_only,0.0,0.0,0.0,0.49468,,,0.7948717948717948,0.7843404135674668,0.7320261437908496,0.9,0.81,0.7948717948717948,186,234,0.9135802469135802,0.8452380952380952,0.5942028985507246,0.7948717948717948,0.7843404135674668,0.7320261437908496,0.9,0.81,0.7948717948717948,186,234,0.9135802469135802,0.8452380952380952,0.5942028985507246,0,0.0
1735,1789306193.2805276,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,235,0,0,0,1,1.0,0.84967,0.03077,0.11956,0.49947,brightness_only,0.0,0.0,0.0,0.61413,,,0.7957446808510639,0.7846917133767611,0.7320261437908496,0.9,0.81,0.7957446808510639,187,235,0.9146341463414634,0.8452380952380952,0.5942028985507246,0.7957446808510639,0.7846917133767611,0.7320261437908496,0.9,0.81,0.7957446808510639,187,235,0.9146341463414634,0.8452380952380952,0.5942028985507246,0,0.0
1736,1789306193.2813644,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,236,0,1,1,1,1.0,0.00284,0.96853,0.02863,0.14936,brightness_only,2.10647,1.44,1.44,2.76898,,,0.7966101694915254,0.7852986228072,0.7337662337662337,0.9,0.81,0.7966101694915254,188,236,0.9146341463414634,0.8470588235294118,0.5942028985507246,0.7966101694915254,0.7852986228072,0.7337662337662337,0.9,0.81,0.7966101694915254,188,236,0.9146341463414634,0.8470588235294118,0.5942028985507246,0,0.0
1737,1789306193.2823696,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,237,0,2,2,1,1.0,0.00484,0.55361,0.44155,0.71409,brightness_only,2.10707,1.44,1.44,2.64281,3.60555,2.02405,0.7974683544303798,0.7872309899569584,0.7354838709677419,0.9,0.81,0.7974683544303798,189,237,0.9146341463414634,0.8470588235294118,0.6,0.7974683544303798,0.7872309899569584,0.7354838709677419,0.9,0.81,0.7974683544303798,189,237,0.9146341463414634,0.8470588235294118,0.6,0,0.0
1738,1789306193.2832668,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,238,0,1,1,1,1.0,0.00466,0.95157,0.04377,0.2092,brightness_only,2.06379,1.44,1.44,2.67153,,,0.7983193277310925,0.7878237852145963,0.7371794871794872,0.9,0.82,0.7983193277310925,190,238,0.9146341463414634,0.8488372093023255,0.6,0.7983193277310925,0.7878237852145963,0.7371794871794872,0.9,0.82,0.7983193277310925,190,238,0.9146341463414634,0.8488372093023255,0.6,0,0.0
1739,1789306193.2841594,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,239,0,1,1,1,1.0,0.00376,0.91914,0.0771,0.29605,brightness_only,1.9167,1.44,1.44,2.41253,,,0.799163179916318,0.7884029529950473,0.7388535031847133,0.9,0.82,0.799163179916318,191,239,0.9146341463414634,0.8505747126436781,0.6,0.799163179916318,0.7884029529950473,0.7388535031847133,0.9,0.82,0.799163179916318,191,239,0.9146341463414634,0.8505747126436781,0.6,0,0.0
1740,1789306193.2850308,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,240,0,2,1,0,-1.0,0.00536,0.73693,0.2577,0.60243,brightness_only,2.10515,1.44,1.44,2.65104,3.60555,2.33633,0.7958333333333333,0.7855860515865966,0.7341772151898734,0.85,0.81,0.7958333333333333,191,240,0.9146341463414634,0.8505747126436781,0.5915492957746479,0.7958333333333333,0.7855860515865966,0.7341772151898734,0.85,0.81,0.7958333333333333,191,240,0.9146341463414634,0.8505747126436781,0.5915492957746479,0,0.0
1741,1789306193.5389552,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,241,0,0,0,1,1.0,0.84899,0.03789,0.11311,0.50952,brightness_only,0.0,0.0,0.0,0.48437,,,0.7966804979253111,0.7859288863402453,0.7341772151898734,0.9,0.82,0.7966804979253111,192,241,0.9156626506024096,0.8505747126436781,0.5915492957746479,0.7966804979253111,0.7859288863402453,0.7341772151898734,0.9,0.82,0.7966804979253111,192,241,0.9156626506024096,0.8505747126436781,0.5915492957746479,0,0.0
1742,1789306193.5402136,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,242,0,2,2,1,1.0,0.01999,0.25272,0.72728,0.65743,brightness_only,1.9323,1.44,1.44,2.24956,5.65685,2.44608,0.7975206611570248,0.78781986182277,0.7358490566037735,0.9,0.83,0.7975206611570248,193,242,0.9156626506024096,0.8505747126436781,0.5972222222222222,0.7975206611570248,0.78781986182277,0.7358490566037735,0.9,0.83,0.7975206611570248,193,242,0.9156626506024096,0.8505747126436781,0.5972222222222222,0,0.0
1743,1789306193.541204,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,243,0,2,1,0,-1.0,0.07565,0.67044,0.25391,0.8114,brightness_only,2.01482,1.44,1.44,2.64617,10.0,2.27131,0.7942386831275721,0.7850928197121663,0.73125,0.85,0.82,0.7942386831275721,193,243,0.9156626506024096,0.8505747126436781,0.589041095890411,0.7942386831275721,0.7850928197121663,0.73125,0.85,0.82,0.7942386831275721,193,243,0.9156626506024096,0.8505747126436781,0.589041095890411,0,0.0
1744,1789306193.542155,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,244,0,1,1,1,1.0,0.0041,0.94258,0.05332,0.23456,brightness_only,1.85217,1.44,1.44,2.38585,,,0.7950819672131147,0.785658824588516,0.7329192546583851,0.9,0.82,0.7950819672131147,194,244,0.9156626506024096,0.8522727272727273,0.589041095890411,0.7950819672131147,0.785658824588516,0.7329192546583851,0.9,0.82,0.7950819672131147,194,244,0.9156626506024096,0.8522727272727273,0.589041095890411,0,0.0
1745,1789306193.543158,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,245,0,0,0,1,1.0,0.89326,0.02491,0.08183,0.39764,brightness_only,0.0,0.0,0.0,0.47887,,,0.7959183673469388,0.7859934966099349,0.7329192546583851,0.9,0.82,0.7959183673469388,195,245,0.9166666666666666,0.8522727272727273,0.589041095890411,0.7959183673469388,0.7859934966099349,0.7329192546583851,0.9,0.82,0.7959183673469388,195,245,0.9166666666666666,0.8522727272727273,0.589041095890411,0,0.0
1746,1789306193.544061,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,246,0,2,1,0,-1.0,0.03743,0.2327,0.72987,0.69207,brightness_only,1.8883,1.44,1.44,2.42852,5.83095,2.06407,0.7926829268292683,0.7833401583401584,0.7283950617283951,0.85,0.81,0.7926829268292683,195,246,0.9166666666666666,0.8522727272727273,0.581081081081081,0.7926829268292683,0.7833401583401584,0.7283950617283951,0.85,0.81,0.7926829268292683,195,246,0.9166666666666666,0.8522727272727273,0.581081081081081,0,0.0
1747,1789306193.544989,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,247,0,2,2,1,1.0,0.02675,0.5728,0.40045,0.78252,brightness_only,1.90303,1.44,1.44,2.39389,5.38516,2.2433,0.7935222672064778,0.7852020202020201,0.7300613496932515,0.85,0.82,0.7935222672064778,196,247,0.9166666666666666,0.8522727272727273,0.5866666666666667,0.7935222672064778,0.7852020202020201,0.7300613496932515,0.85,0.82,0.7935222672064778,196,247,0.9166666666666666,0.8522727272727273,0.5866666666666667,0,0.0
1748,1789306193.5458713,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,248,0,1,1,1,1.0,0.00355,0.88143,0.11502,0.38,brightness_only,2.02842,1.44,1.44,2.52825,,,0.7943548387096774,0.7857553058676654,0.7317073170731707,0.85,0.83,0.7943548387096774,197,248,0.9166666666666666,0.8539325842696629,0.5866666666666667,0.7943548387096774,0.7857553058676654,0.7317073170731707,0.85,0.83,0.7943548387096774,197,248,0.9166666666666666,0.8539325842696629,0.5866666666666667,0,0.0
1749,1789306193.5467443,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,249,0,2,2,1,1.0,0.07684,0.25326,0.66989,0.81338,brightness_only,2.09997,1.44,1.44,2.53301,6.32456,2.43637,0.7951807228915663,0.7875681713647413,0.7333333333333333,0.85,0.84,0.7951807228915663,198,249,0.9166666666666666,0.8539325842696629,0.5921052631578947,0.7951807228915663,0.7875681713647413,0.7333333333333333,0.85,0.84,0.7951807228915663,198,249,0.9166666666666666,0.8539325842696629,0.5921052631578947,0,0.0
1750,1789306193.5476027,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,250,0,0,0,1,1.0,0.87029,0.02425,0.10546,0.44834,brightness_only,0.0,0.0,0.0,0.61414,,,0.796,0.7878949687503622,0.7333333333333333,0.85,0.84,0.796,199,250,0.9176470588235294,0.8539325842696629,0.5921052631578947,0.796,0.7878949687503622,0.7333333333333333,0.85,0.84,0.796,199,250,0.9176470588235294,0.8539325842696629,0.5921052631578947,0,0.0
1751,1789306193.5490043,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,251,0,2,2,1,1.0,0.01453,0.48793,0.49754,0.75892,brightness_only,1.94999,1.44,1.44,2.41535,5.83095,2.14773,0.796812749003984,0.7896607468319298,0.7349397590361446,0.85,0.84,0.796812749003984,200,251,0.9176470588235294,0.8539325842696629,0.5974025974025974,0.796812749003984,0.7896607468319298,0.7349397590361446,0.85,0.84,0.796812749003984,200,251,0.9176470588235294,0.8539325842696629,0.5974025974025974,0,0.0
1752,1789306193.5499222,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,252,0,0,0,1,1.0,0.87838,0.02429,0.09733,0.43094,brightness_only,0.0,0.0,0.0,0.63282,,,0.7976190476190477,0.7899799442783504,0.7349397590361446,0.85,0.84,0.7976190476190477,201,252,0.9186046511627907,0.8539325842696629,0.5974025974025974,0.7976190476190477,0.7899799442783504,0.7349397590361446,0.85,0.84,0.7976190476190477,201,252,0.9186046511627907,0.8539325842696629,0.5974025974025974,0,0.0
1753,1789306193.804906,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,253,0,2,1,0,-1.0,0.00554,0.74018,0.25428,0.59968,brightness_only,2.00225,1.44,1.44,2.64138,3.60555,1.85113,0.7944664031620553,0.7874269417253478,0.7305389221556886,0.8,0.83,0.7944664031620553,201,253,0.9186046511627907,0.8539325842696629,0.5897435897435898,0.7944664031620553,0.7874269417253478,0.7305389221556886,0.8,0.83,0.7944664031620553,201,253,0.9186046511627907,0.8539325842696629,0.5897435897435898,0,0.0
1754,1789306193.8062735,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,254,0,2,2,1,1.0,0.03809,0.25321,0.70871,0.71627,brightness_only,1.88704,1.44,1.44,2.53588,5.0,2.24733,0.7952755905511811,0.789157981431071,0.7321428571428571,0.8,0.83,0.7952755905511811,202,254,0.9186046511627907,0.8539325842696629,0.5949367088607594,0.7952755905511811,0.789157981431071,0.7321428571428571,0.8,0.83,0.7952755905511811,202,254,0.9186046511627907,0.8539325842696629,0.5949367088607594,0,0.0
1755,1789306193.8074398,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,255,0,2,1,0,-1.0,0.01267,0.59414,0.39319,0.73172,brightness_only,2.09174,1.44,1.44,2.61603,5.0,1.87459,0.792156862745098,0.7866790784774845,0.727810650887574,0.75,0.83,0.792156862745098,202,255,0.9186046511627907,0.8539325842696629,0.5875,0.792156862745098,0.7866790784774845,0.727810650887574,0.75,0.83,0.792156862745098,202,255,0.9186046511627907,0.8539325842696629,0.5875,0,0.0
1756,1789306193.8084927,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,256,0,2,1,0,-1.0,0.00634,0.54873,0.44493,0.72174,brightness_only,2.00364,1.44,1.44,2.47566,4.12311,2.13668,0.7890625,0.7842613830042335,0.7235294117647059,0.7,0.82,0.7890625,202,256,0.9186046511627907,0.8539325842696629,0.5802469135802469,0.7890625,0.7842613830042335,0.7235294117647059,0.7,0.82,0.7890625,202,256,0.9186046511627907,0.8539325842696629,0.5802469135802469,0,0.0
1757,1789306193.809519,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,257,0,1,2,0,-1.0,0.01523,0.78461,0.20017,0.57604,brightness_only,1.85038,1.44,1.44,2.37791,,,0.7859922178988327,0.7810986697291606,0.7192982456140351,0.65,0.81,0.7859922178988327,202,257,0.9186046511627907,0.8444444444444444,0.5802469135802469,0.7859922178988327,0.7810986697291606,0.7192982456140351,0.65,0.81,0.7859922178988327,202,257,0.9186046511627907,0.8444444444444444,0.5802469135802469,0,0.0
1758,1789306193.8107007,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,258,0,2,1,0,-1.0,0.01159,0.65195,0.33646,0.69706,brightness_only,2.086,1.44,1.44,2.50768,5.83095,2.53562,0.7829457364341085,0.7787399424381841,0.7151162790697675,0.6,0.8,0.7829457364341085,202,258,0.9186046511627907,0.8444444444444444,0.573170731707317,0.7829457364341085,0.7787399424381841,0.7151162790697675,0.6,0.8,0.7829457364341085,202,258,0.9186046511627907,0.8444444444444444,0.573170731707317,0,0.0
1759,1789306193.811561,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,259,0,0,0,1,1.0,0.88085,0.02959,0.08956,0.43203,brightness_only,0.0,0.0,0.0,0.597,,,0.7837837837837838,0.779051802012273,0.7151162790697675,0.6,0.8,0.7837837837837838,203,259,0.9195402298850575,0.8444444444444444,0.573170731707317,0.7837837837837838,0.779051802012273,0.7151162790697675,0.6,0.8,0.7837837837837838,203,259,0.9195402298850575,0.8444444444444444,0.573170731707317,0,0.0
1760,1789306193.812433,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,260,0,2,2,1,1.0,0.05198,0.15121,0.79681,0.62034,brightness_only,1.90752,1.44,1.44,2.49112,5.38516,2.45454,0.7846153846153846,0.7807659757805167,0.7167630057803468,0.65,0.8,0.7846153846153846,204,260,0.9195402298850575,0.8444444444444444,0.5783132530120482,0.7846153846153846,0.7807659757805167,0.7167630057803468,0.65,0.8,0.7846153846153846,204,260,0.9195402298850575,0.8444444444444444,0.5783132530120482,0,0.0
1761,1789306193.8133273,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,261,0,2,2,1,1.0,0.02892,0.27992,0.69116,0.7142,brightness_only,2.06061,1.44,1.44,2.5353,6.0,2.09735,0.7854406130268199,0.7824393358876117,0.7183908045977011,0.65,0.81,0.7854406130268199,205,261,0.9195402298850575,0.8444444444444444,0.5833333333333334,0.7854406130268199,0.7824393358876117,0.7183908045977011,0.65,0.81,0.7854406130268199,205,261,0.9195402298850575,0.8444444444444444,0.5833333333333334,0,0.0
1762,1789306193.8142354,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,262,0,2,2,1,1.0,0.14431,0.30613,0.54955,0.97073,brightness_only,1.8914,1.44,1.44,2.29008,8.06226,2.35919,0.7862595419847328,0.7840733228157163,0.72,0.65,0.81,0.7862595419847328,206,262,0.9195402298850575,0.8444444444444444,0.5882352941176471,0.7862595419847328,0.7840733228157163,0.72,0.65,0.81,0.7862595419847328,206,262,0.9195402298850575,0.8444444444444444,0.5882352941176471,0,0.0
1763,1789306193.8150604,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,263,0,0,0,1,1.0,0.86159,0.02594,0.11246,0.46884,brightness_only,0.0,0.0,0.0,0.7678,,,0.7870722433460076,0.7843780946722122,0.72,0.7,0.81,0.7870722433460076,207,263,0.9204545454545454,0.8444444444444444,0.5882352941176471,0.7870722433460076,0.7843780946722122,0.72,0.7,0.81,0.7870722433460076,207,263,0.9204545454545454,0.8444444444444444,0.5882352941176471,0,0.0
1764,1789306193.815922,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,264,0,0,0,1,1.0,0.88507,0.02729,0.08765,0.4197,brightness_only,0.0,0.0,0.0,0.58686,,,0.7878787878787878,0.7846760177229445,0.72,0.7,0.81,0.7878787878787878,208,264,0.9213483146067416,0.8444444444444444,0.5882352941176471,0.7878787878787878,0.7846760177229445,0.72,0.7,0.81,0.7878787878787878,208,264,0.9213483146067416,0.8444444444444444,0.5882352941176471,0,0.0
1765,1789306194.0688436,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,265,0,2,2,1,1.0,0.1335,0.23517,0.63134,0.89958,brightness_only,2.00615,1.44,1.44,2.43957,7.61577,2.17768,0.7886792452830189,0.7862720049550465,0.7215909090909091,0.7,0.82,0.7886792452830189,209,265,0.9213483146067416,0.8444444444444444,0.5930232558139535,0.7886792452830189,0.7862720049550465,0.7215909090909091,0.7,0.82,0.7886792452830189,209,265,0.9213483146067416,0.8444444444444444,0.5930232558139535,0,0.0
1766,1789306194.0702305,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,266,0,2,2,1,1.0,0.01127,0.80951,0.17922,0.52973,brightness_only,1.99537,1.44,1.44,2.40879,5.83095,2.40933,0.7894736842105263,0.7878313028254912,0.7231638418079096,0.75,0.83,0.7894736842105263,210,266,0.9213483146067416,0.8444444444444444,0.5977011494252874,0.7894736842105263,0.7878313028254912,0.7231638418079096,0.75,0.83,0.7894736842105263,210,266,0.9213483146067416,0.8444444444444444,0.5977011494252874,0,0.0
1767,1789306194.0713844,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,267,0,0,0,1,1.0,0.8856,0.02581,0.08859,0.41669,brightness_only,0.0,0.0,0.0,0.47877,,,0.7902621722846442,0.7881226053639847,0.7231638418079096,0.75,0.84,0.7902621722846442,211,267,0.9222222222222223,0.8444444444444444,0.5977011494252874,0.7902621722846442,0.7881226053639847,0.7231638418079096,0.75,0.84,0.7902621722846442,211,267,0.9222222222222223,0.8444444444444444,0.5977011494252874,0,0.0
1768,1789306194.072314,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,268,0,2,2,1,1.0,0.16315,0.18107,0.65578,0.88193,brightness_only,2.13977,1.44,1.44,2.63819,8.0,2.08311,0.7910447761194029,0.7896464646464647,0.7247191011235955,0.75,0.84,0.7910447761194029,212,268,0.9222222222222223,0.8444444444444444,0.6022727272727273,0.7910447761194029,0.7896464646464647,0.7247191011235955,0.75,0.84,0.7910447761194029,212,268,0.9222222222222223,0.8444444444444444,0.6022727272727273,0,0.0
1769,1789306194.073164,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,269,0,0,2,0,-1.0,0.85136,0.02737,0.12128,0.49134,brightness_only,0.0,0.0,0.0,0.69168,,,0.7881040892193308,0.7862683612683613,0.7247191011235955,0.7,0.83,0.7881040892193308,212,269,0.9120879120879121,0.8444444444444444,0.6022727272727273,0.7881040892193308,0.7862683612683613,0.7247191011235955,0.7,0.83,0.7881040892193308,212,269,0.9120879120879121,0.8444444444444444,0.6022727272727273,0,0.0
1770,1789306194.073943,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,270,0,0,0,1,1.0,0.88245,0.02611,0.09144,0.42428,brightness_only,0.0,0.0,0.0,0.52378,,,0.7888888888888889,0.7865868833260138,0.7247191011235955,0.7,0.83,0.7888888888888889,213,270,0.9130434782608695,0.8444444444444444,0.6022727272727273,0.7888888888888889,0.7865868833260138,0.7247191011235955,0.7,0.83,0.7888888888888889,213,270,0.9130434782608695,0.8444444444444444,0.6022727272727273,0,0.0
1771,1789306194.0747044,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,271,0,0,0,1,1.0,0.88399,0.02424,0.09176,0.41836,brightness_only,0.0,0.0,0.0,0.56014,,,0.7896678966789668,0.7868985554469425,0.7247191011235955,0.7,0.83,0.7896678966789668,214,271,0.9139784946236559,0.8444444444444444,0.6022727272727273,0.7896678966789668,0.7868985554469425,0.7247191011235955,0.7,0.83,0.7896678966789668,214,271,0.9139784946236559,0.8444444444444444,0.6022727272727273,0,0.0
1772,1789306194.0754764,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,272,0,0,0,1,1.0,0.88333,0.02509,0.09159,0.42098,brightness_only,0.0,0.0,0.0,0.59157,,,0.7904411764705882,0.7872035962461496,0.7247191011235955,0.7,0.83,0.7904411764705882,215,272,0.9148936170212766,0.8444444444444444,0.6022727272727273,0.7904411764705882,0.7872035962461496,0.7247191011235955,0.7,0.83,0.7904411764705882,215,272,0.9148936170212766,0.8444444444444444,0.6022727272727273,0,0.0
1773,1789306194.076289,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,273,0,1,1,1,1.0,0.00606,0.63585,0.35809,0.68662,brightness_only,1.94908,1.44,1.44,2.58306,,,0.7912087912087912,0.78777339681595,0.7262569832402235,0.75,0.84,0.7912087912087912,216,273,0.9148936170212766,0.8461538461538461,0.6022727272727273,0.7912087912087912,0.78777339681595,0.7262569832402235,0.75,0.84,0.7912087912087912,216,273,0.9148936170212766,0.8461538461538461,0.6022727272727273,0,0.0
1774,1789306194.0774202,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,274,0,2,1,0,-1.0,0.00232,0.8,0.19767,0.51306,brightness_only,1.91058,1.44,1.44,2.55878,3.0,2.43903,0.7883211678832117,0.7855176937175502,0.7222222222222222,0.7,0.83,0.7883211678832117,216,274,0.9148936170212766,0.8461538461538461,0.5955056179775281,0.7883211678832117,0.7855176937175502,0.7222222222222222,0.7,0.83,0.7883211678832117,216,274,0.9148936170212766,0.8461538461538461,0.5955056179775281,0,0.0
1775,1789306194.0783505,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,275,0,2,2,1,1.0,0.01485,0.31441,0.67075,0.69417,brightness_only,2.07996,1.44,1.44,2.55989,3.16228,2.01816,0.7890909090909091,0.7870158210583743,0.7237569060773481,0.75,0.83,0.7890909090909091,217,275,0.9148936170212766,0.8461538461538461,0.6,0.7890909090909091,0.7870158210583743,0.7237569060773481,0.75,0.83,0.7890909090909091,217,275,0.9148936170212766,0.8461538461538461,0.6,0,0.0
1776,1789306194.0796719,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,276,0,1,1,1,1.0,0.00318,0.91125,0.08558,0.31334,brightness_only,2.02797,1.44,1.44,2.50343,,,0.7898550724637681,0.787573234659266,0.7252747252747253,0.8,0.83,0.7898550724637681,218,276,0.9148936170212766,0.8478260869565217,0.6,0.7898550724637681,0.787573234659266,0.7252747252747253,0.8,0.83,0.7898550724637681,218,276,0.9148936170212766,0.8478260869565217,0.6,0,0.0
1777,1789306194.3359277,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,277,0,1,1,1,1.0,0.00309,0.94116,0.05574,0.23588,brightness_only,1.90045,1.44,1.44,2.47871,,,0.7906137184115524,0.7881186608708916,0.726775956284153,0.85,0.83,0.7906137184115524,219,277,0.9148936170212766,0.8494623655913979,0.6,0.7906137184115524,0.7881186608708916,0.726775956284153,0.85,0.83,0.7906137184115524,219,277,0.9148936170212766,0.8494623655913979,0.6,0,0.0
1778,1789306194.3371136,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,brightness_only,278,0,0,0,1,1.0,0.88025,0.02508,0.09467,0.42788,brightness_only,0.0,0.0,0.0,0.59101,,,0.7913669064748201,0.7884172797585361,0.726775956284153,0.9,0.83,0.7913669064748201,220,278,0.9157894736842105,0.8494623655913979,0.6,0.7913669064748201,0.7884172797585361,0.726775956284153,0.9,0.83,0.7913669064748201,220,278,0.9157894736842105,0.8494623655913979,0.6,0,0.0
