trial,timestamp,phase,trial_kind,evaluation_profile,profile_trial,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
56,1789306156.1628206,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,56,0,1,1,1,1.0,0.0097,0.81642,0.17388,0.51474,position_only,1.88099,1.44,1.44,2.38968,,,0.8928571428571429,0.9096296296296296,0.9354838709677419,0.9,0.8928571428571429,0.8928571428571429,50,56,0.84,1.0,0.8888888888888888,0.8928571428571429,0.9096296296296296,0.9354838709677419,0.9,0.8928571428571429,0.8928571428571429,50,56,0.84,1.0,0.8888888888888888,0,0.0
57,1789306156.163597,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,57,0,0,0,1,1.0,0.89701,0.02505,0.07793,0.38873,position_only,0.0,0.0,0.0,0.5247,,,0.8947368421052632,0.9116809116809117,0.9354838709677419,0.9,0.8947368421052632,0.8947368421052632,51,57,0.8461538461538461,1.0,0.8888888888888888,0.8947368421052632,0.9116809116809117,0.9354838709677419,0.9,0.8947368421052632,0.8947368421052632,51,57,0.8461538461538461,1.0,0.8888888888888888,0,0.0
58,1789306156.1646807,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,58,0,1,1,1,1.0,0.05498,0.60144,0.34358,0.83233,position_only,2.00056,1.44,1.44,2.41107,,,0.896551724137931,0.9116809116809117,0.9375,0.9,0.896551724137931,0.896551724137931,52,58,0.8461538461538461,1.0,0.8888888888888888,0.896551724137931,0.9116809116809117,0.9375,0.9,0.896551724137931,0.896551724137931,52,58,0.8461538461538461,1.0,0.8888888888888888,0,0.0
59,1789306156.1658285,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,59,0,0,0,1,1.0,0.88066,0.02672,0.09262,0.42906,position_only,0.0,0.0,0.0,0.54421,,,0.8983050847457628,0.9135802469135802,0.9375,0.9,0.8983050847457628,0.8983050847457628,53,59,0.8518518518518519,1.0,0.8888888888888888,0.8983050847457628,0.9135802469135802,0.9375,0.9,0.8983050847457628,0.8983050847457628,53,59,0.8518518518518519,1.0,0.8888888888888888,0,0.0
60,1789306156.1668675,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,60,0,2,0,0,-1.0,0.24785,0.31693,0.43522,1.07197,position_only,1.86454,1.44,1.44,2.48459,9.43398,1.01652,0.8833333333333333,0.8979857050032489,0.9090909090909091,0.85,0.8833333333333333,0.8833333333333333,53,60,0.8518518518518519,1.0,0.8421052631578947,0.8833333333333333,0.8979857050032489,0.9090909090909091,0.85,0.8833333333333333,0.8833333333333333,53,60,0.8518518518518519,1.0,0.8421052631578947,0,0.0
61,1789306156.419965,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,61,0,0,0,1,1.0,0.89458,0.02493,0.0805,0.3945,position_only,0.0,0.0,0.0,0.53836,,,0.8852459016393442,0.899749373433584,0.9090909090909091,0.85,0.8852459016393442,0.8852459016393442,54,61,0.8571428571428571,1.0,0.8421052631578947,0.8852459016393442,0.899749373433584,0.9090909090909091,0.85,0.8852459016393442,0.8852459016393442,54,61,0.8571428571428571,1.0,0.8421052631578947,0,0.0
62,1789306156.4212394,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,62,0,2,1,0,-1.0,0.07032,0.07646,0.85322,0.51869,position_only,1.99922,1.44,1.44,2.63939,7.0,1.01657,0.8709677419354839,0.8857142857142857,0.8823529411764706,0.8,0.8709677419354839,0.8709677419354839,54,62,0.8571428571428571,1.0,0.8,0.8709677419354839,0.8857142857142857,0.8823529411764706,0.8,0.8709677419354839,0.8709677419354839,54,62,0.8571428571428571,1.0,0.8,0,0.0
63,1789306156.422285,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,63,0,2,2,1,1.0,0.12165,0.27554,0.60281,0.91656,position_only,2.10099,1.44,1.44,2.63301,9.43398,1.0238,0.873015873015873,0.8888888888888888,0.8857142857142857,0.85,0.873015873015873,0.873015873015873,55,63,0.8571428571428571,1.0,0.8095238095238095,0.873015873015873,0.8888888888888888,0.8857142857142857,0.85,0.873015873015873,0.873015873015873,55,63,0.8571428571428571,1.0,0.8095238095238095,0,0.0
64,1789306156.4232097,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,64,0,2,2,1,1.0,0.07377,0.11406,0.81217,0.60889,position_only,2.09655,1.44,1.44,2.62161,7.07107,1.03946,0.875,0.8917748917748917,0.8888888888888888,0.85,0.875,0.875,56,64,0.8571428571428571,1.0,0.8181818181818182,0.875,0.8917748917748917,0.8888888888888888,0.85,0.875,0.875,56,64,0.8571428571428571,1.0,0.8181818181818182,0,0.0
65,1789306156.4240644,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,65,0,2,2,1,1.0,0.02944,0.10192,0.86864,0.45886,position_only,2.01545,1.44,1.44,2.61762,4.12311,1.1494,0.8769230769230769,0.8944099378881987,0.8918918918918919,0.85,0.8769230769230769,0.8769230769230769,57,65,0.8571428571428571,1.0,0.8260869565217391,0.8769230769230769,0.8944099378881987,0.8918918918918919,0.85,0.8769230769230769,0.8769230769230769,57,65,0.8571428571428571,1.0,0.8260869565217391,0,0.0
66,1789306156.4249506,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,66,0,1,1,1,1.0,0.00111,0.95918,0.0397,0.17565,position_only,1.98534,1.44,1.44,2.48595,,,0.8787878787878788,0.8944099378881987,0.8947368421052632,0.85,0.8787878787878788,0.8787878787878788,58,66,0.8571428571428571,1.0,0.8260869565217391,0.8787878787878788,0.8944099378881987,0.8947368421052632,0.85,0.8787878787878788,0.8787878787878788,58,66,0.8571428571428571,1.0,0.8260869565217391,0,0.0
67,1789306156.4259846,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,67,0,0,0,1,1.0,0.88747,0.02399,0.08854,0.41009,position_only,0.0,0.0,0.0,0.58024,,,0.8805970149253731,0.8960519740129934,0.8947368421052632,0.85,0.8805970149253731,0.8805970149253731,59,67,0.8620689655172413,1.0,0.8260869565217391,0.8805970149253731,0.8960519740129934,0.8947368421052632,0.85,0.8805970149253731,0.8805970149253731,59,67,0.8620689655172413,1.0,0.8260869565217391,0,0.0
68,1789306156.426792,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,68,0,0,0,1,1.0,0.89544,0.02491,0.07965,0.3924,position_only,0.0,0.0,0.0,0.56369,,,0.8823529411764706,0.8975845410628019,0.8947368421052632,0.85,0.8823529411764706,0.8823529411764706,60,68,0.8666666666666667,1.0,0.8260869565217391,0.8823529411764706,0.8975845410628019,0.8947368421052632,0.85,0.8823529411764706,0.8823529411764706,60,68,0.8666666666666667,1.0,0.8260869565217391,0,0.0
69,1789306156.4275727,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,69,0,1,1,1,1.0,0.00722,0.8808,0.11198,0.39255,position_only,2.06971,1.44,1.44,2.59425,,,0.8840579710144928,0.8975845410628019,0.8974358974358975,0.9,0.8840579710144928,0.8840579710144928,61,69,0.8666666666666667,1.0,0.8260869565217391,0.8840579710144928,0.8975845410628019,0.8974358974358975,0.9,0.8840579710144928,0.8840579710144928,61,69,0.8666666666666667,1.0,0.8260869565217391,0,0.0
70,1789306156.4283414,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,70,0,0,2,0,-1.0,0.87751,0.02576,0.09673,0.43486,position_only,0.0,0.0,0.0,0.57151,,,0.8714285714285714,0.8882655446470314,0.8974358974358975,0.85,0.8714285714285714,0.8714285714285714,61,70,0.8387096774193549,1.0,0.8260869565217391,0.8714285714285714,0.8882655446470314,0.8974358974358975,0.85,0.8714285714285714,0.8714285714285714,61,70,0.8387096774193549,1.0,0.8260869565217391,0,0.0
71,1789306156.4291778,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,71,0,2,2,1,1.0,0.02063,0.51912,0.46024,0.77756,position_only,2.04929,1.44,1.44,2.58137,3.16228,1.03102,0.8732394366197183,0.8906810035842293,0.9,0.85,0.8732394366197183,0.8732394366197183,62,71,0.8387096774193549,1.0,0.8333333333333334,0.8732394366197183,0.8906810035842293,0.9,0.85,0.8732394366197183,0.8732394366197183,62,71,0.8387096774193549,1.0,0.8333333333333334,0,0.0
72,1789306156.4299936,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,72,0,0,2,0,-1.0,0.87276,0.02777,0.09947,0.44786,position_only,0.0,0.0,0.0,0.59296,,,0.8611111111111112,0.8819444444444445,0.9,0.8,0.8611111111111112,0.8611111111111112,62,72,0.8125,1.0,0.8333333333333334,0.8611111111111112,0.8819444444444445,0.9,0.8,0.8611111111111112,0.8611111111111112,62,72,0.8125,1.0,0.8333333333333334,0,0.0
73,1789306156.6850107,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,73,0,0,0,1,1.0,0.87047,0.02897,0.10056,0.45433,position_only,0.0,0.0,0.0,0.65118,,,0.863013698630137,0.8838383838383838,0.9,0.8,0.863013698630137,0.863013698630137,63,73,0.8181818181818182,1.0,0.8333333333333334,0.863013698630137,0.8838383838383838,0.9,0.8,0.863013698630137,0.863013698630137,63,73,0.8181818181818182,1.0,0.8333333333333334,0,0.0
74,1789306156.6861913,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,74,0,1,1,1,1.0,0.00119,0.93623,0.06257,0.24314,position_only,2.0522,1.44,1.44,2.68349,,,0.8648648648648649,0.8838383838383838,0.9024390243902439,0.8,0.8648648648648649,0.8648648648648649,64,74,0.8181818181818182,1.0,0.8333333333333334,0.8648648648648649,0.8838383838383838,0.9024390243902439,0.8,0.8648648648648649,0.8648648648648649,64,74,0.8181818181818182,1.0,0.8333333333333334,0,0.0
75,1789306156.687117,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,75,0,1,1,1,1.0,0.01206,0.61297,0.37497,0.72112,position_only,2.06963,1.44,1.44,2.56543,,,0.8666666666666667,0.8838383838383838,0.9047619047619048,0.8,0.8666666666666667,0.8666666666666667,65,75,0.8181818181818182,1.0,0.8333333333333334,0.8666666666666667,0.8838383838383838,0.9047619047619048,0.8,0.8666666666666667,0.8666666666666667,65,75,0.8181818181818182,1.0,0.8333333333333334,0,0.0
76,1789306156.6883748,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,76,0,0,0,1,1.0,0.88098,0.02637,0.09265,0.42791,position_only,0.0,0.0,0.0,0.51524,,,0.868421052631579,0.8856209150326797,0.9047619047619048,0.8,0.868421052631579,0.868421052631579,66,76,0.8235294117647058,1.0,0.8333333333333334,0.868421052631579,0.8856209150326797,0.9047619047619048,0.8,0.868421052631579,0.868421052631579,66,76,0.8235294117647058,1.0,0.8333333333333334,0,0.0
77,1789306156.6891227,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,77,0,0,0,1,1.0,0.88089,0.02959,0.08953,0.43193,position_only,0.0,0.0,0.0,0.5633,,,0.8701298701298701,0.8873015873015874,0.9047619047619048,0.8,0.8701298701298701,0.8701298701298701,67,77,0.8285714285714286,1.0,0.8333333333333334,0.8701298701298701,0.8873015873015874,0.9047619047619048,0.8,0.8701298701298701,0.8701298701298701,67,77,0.8285714285714286,1.0,0.8333333333333334,0,0.0
78,1789306156.6899486,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,78,0,2,2,1,1.0,0.11967,0.23332,0.647,0.87533,position_only,2.0228,1.44,1.44,2.59758,8.60233,1.08339,0.8717948717948718,0.8895238095238095,0.9069767441860465,0.8,0.8717948717948718,0.8717948717948718,68,78,0.8285714285714286,1.0,0.84,0.8717948717948718,0.8895238095238095,0.9069767441860465,0.8,0.8717948717948718,0.8717948717948718,68,78,0.8285714285714286,1.0,0.84,0,0.0
79,1789306156.690795,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,79,0,1,1,1,1.0,0.00134,0.92789,0.07077,0.26574,position_only,2.13688,1.44,1.44,2.54095,,,0.8734177215189873,0.8895238095238095,0.9090909090909091,0.8,0.8734177215189873,0.8734177215189873,69,79,0.8285714285714286,1.0,0.84,0.8734177215189873,0.8895238095238095,0.9090909090909091,0.8,0.8734177215189873,0.8734177215189873,69,79,0.8285714285714286,1.0,0.84,0,0.0
80,1789306156.6916132,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,80,0,1,1,1,1.0,0.00467,0.8405,0.15484,0.45993,position_only,2.03871,1.44,1.44,2.51851,,,0.875,0.8895238095238095,0.9111111111111111,0.85,0.875,0.875,70,80,0.8285714285714286,1.0,0.84,0.875,0.8895238095238095,0.9111111111111111,0.85,0.875,0.875,70,80,0.8285714285714286,1.0,0.84,0,0.0
81,1789306156.6925495,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,81,0,2,2,1,1.0,0.04314,0.07986,0.877,0.45254,position_only,1.94872,1.44,1.44,2.53418,4.24264,1.00642,0.8765432098765432,0.8915750915750916,0.9130434782608695,0.85,0.8765432098765432,0.8765432098765432,71,81,0.8285714285714286,1.0,0.8461538461538461,0.8765432098765432,0.8915750915750916,0.9130434782608695,0.85,0.8765432098765432,0.8765432098765432,71,81,0.8285714285714286,1.0,0.8461538461538461,0,0.0
82,1789306156.6933722,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,82,0,0,0,1,1.0,0.88287,0.02653,0.0906,0.42384,position_only,0.0,0.0,0.0,0.48391,,,0.8780487804878049,0.8931623931623932,0.9130434782608695,0.9,0.8780487804878049,0.8780487804878049,72,82,0.8333333333333334,1.0,0.8461538461538461,0.8780487804878049,0.8931623931623932,0.9130434782608695,0.9,0.8780487804878049,0.8780487804878049,72,82,0.8333333333333334,1.0,0.8461538461538461,0,0.0
83,1789306156.6941671,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,83,0,1,1,1,1.0,0.02169,0.80178,0.17653,0.56639,position_only,1.90577,1.44,1.44,2.33484,,,0.8795180722891566,0.8931623931623932,0.9148936170212766,0.9,0.8795180722891566,0.8795180722891566,73,83,0.8333333333333334,1.0,0.8461538461538461,0.8795180722891566,0.8931623931623932,0.9148936170212766,0.9,0.8795180722891566,0.8795180722891566,73,83,0.8333333333333334,1.0,0.8461538461538461,0,0.0
84,1789306156.6950314,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,84,0,2,2,1,1.0,0.04734,0.33192,0.62074,0.80647,position_only,1.99263,1.44,1.44,2.36365,3.0,1.00505,0.8809523809523809,0.8950617283950617,0.9166666666666666,0.9,0.8809523809523809,0.8809523809523809,74,84,0.8333333333333334,1.0,0.8518518518518519,0.8809523809523809,0.8950617283950617,0.9166666666666666,0.9,0.8809523809523809,0.8809523809523809,74,84,0.8333333333333334,1.0,0.8518518518518519,0,0.0
85,1789306156.951127,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,85,0,0,0,1,1.0,0.88212,0.02673,0.09114,0.42578,position_only,0.0,0.0,0.0,0.46281,,,0.8823529411764706,0.8965632298965632,0.9166666666666666,0.9,0.8823529411764706,0.8823529411764706,75,85,0.8378378378378378,1.0,0.8518518518518519,0.8823529411764706,0.8965632298965632,0.9166666666666666,0.9,0.8823529411764706,0.8823529411764706,75,85,0.8378378378378378,1.0,0.8518518518518519,0,0.0
86,1789306156.9521763,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,86,0,0,0,1,1.0,0.87074,0.02518,0.10408,0.44872,position_only,0.0,0.0,0.0,0.59882,,,0.8837209302325582,0.8979857050032489,0.9166666666666666,0.9,0.8837209302325582,0.8837209302325582,76,86,0.8421052631578947,1.0,0.8518518518518519,0.8837209302325582,0.8979857050032489,0.9166666666666666,0.9,0.8837209302325582,0.8837209302325582,76,86,0.8421052631578947,1.0,0.8518518518518519,0,0.0
87,1789306156.953115,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,87,0,2,1,0,-1.0,0.09393,0.18606,0.72001,0.77157,position_only,1.8833,1.44,1.44,2.43634,7.0,1.11261,0.8735632183908046,0.887844611528822,0.8979591836734694,0.85,0.8735632183908046,0.8735632183908046,76,87,0.8421052631578947,1.0,0.8214285714285714,0.8735632183908046,0.887844611528822,0.8979591836734694,0.85,0.8735632183908046,0.8735632183908046,76,87,0.8421052631578947,1.0,0.8214285714285714,0,0.0
88,1789306156.954213,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,88,0,0,2,0,-1.0,0.85607,0.03149,0.11245,0.48766,position_only,0.0,0.0,0.0,0.5816,,,0.8636363636363636,0.8806471306471306,0.8979591836734694,0.8,0.8636363636363636,0.8636363636363636,76,88,0.8205128205128205,1.0,0.8214285714285714,0.8636363636363636,0.8806471306471306,0.8979591836734694,0.8,0.8636363636363636,0.8636363636363636,76,88,0.8205128205128205,1.0,0.8214285714285714,0,0.0
89,1789306156.9551513,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,89,0,2,1,0,-1.0,0.05794,0.45186,0.4902,0.87347,position_only,2.11987,1.44,1.44,2.58053,3.0,1.18493,0.8539325842696629,0.8712054229295608,0.88,0.75,0.8539325842696629,0.8539325842696629,76,89,0.8205128205128205,1.0,0.7931034482758621,0.8539325842696629,0.8712054229295608,0.88,0.75,0.8539325842696629,0.8539325842696629,76,89,0.8205128205128205,1.0,0.7931034482758621,0,0.0
90,1789306156.9559617,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,90,0,0,0,1,1.0,0.87864,0.02725,0.09411,0.43427,position_only,0.0,0.0,0.0,0.60879,,,0.8555555555555555,0.8727011494252874,0.88,0.8,0.8555555555555555,0.8555555555555555,77,90,0.825,1.0,0.7931034482758621,0.8555555555555555,0.8727011494252874,0.88,0.8,0.8555555555555555,0.8555555555555555,77,90,0.825,1.0,0.7931034482758621,0,0.0
91,1789306156.9567957,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,91,0,1,1,1,1.0,0.01129,0.91133,0.07738,0.33326,position_only,2.08664,1.44,1.44,2.63487,,,0.8571428571428571,0.8727011494252874,0.8823529411764706,0.8,0.8571428571428571,0.8571428571428571,78,91,0.825,1.0,0.7931034482758621,0.8571428571428571,0.8727011494252874,0.8823529411764706,0.8,0.8571428571428571,0.8571428571428571,78,91,0.825,1.0,0.7931034482758621,0,0.0
92,1789306156.9575777,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,92,0,0,0,1,1.0,0.86326,0.02607,0.11067,0.46561,position_only,0.0,0.0,0.0,0.69829,,,0.8586956521739131,0.8741239136529296,0.8823529411764706,0.85,0.8586956521739131,0.8586956521739131,79,92,0.8292682926829268,1.0,0.7931034482758621,0.8586956521739131,0.8741239136529296,0.8823529411764706,0.85,0.8586956521739131,0.8586956521739131,79,92,0.8292682926829268,1.0,0.7931034482758621,0,0.0
93,1789306156.958314,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,93,0,0,1,0,-1.0,0.86622,0.03075,0.10304,0.46563,position_only,0.0,0.0,0.0,0.49406,,,0.8494623655913979,0.8675424192665572,0.8823529411764706,0.8,0.8494623655913979,0.8494623655913979,79,93,0.8095238095238095,1.0,0.7931034482758621,0.8494623655913979,0.8675424192665572,0.8823529411764706,0.8,0.8494623655913979,0.8494623655913979,79,93,0.8095238095238095,1.0,0.7931034482758621,0,0.0
94,1789306156.959081,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,94,0,0,0,1,1.0,0.88222,0.02541,0.09237,0.42389,position_only,0.0,0.0,0.0,0.5332,,,0.851063829787234,0.8690189788826518,0.8823529411764706,0.8,0.851063829787234,0.851063829787234,80,94,0.813953488372093,1.0,0.7931034482758621,0.851063829787234,0.8690189788826518,0.8823529411764706,0.8,0.851063829787234,0.851063829787234,80,94,0.813953488372093,1.0,0.7931034482758621,0,0.0
95,1789306156.9602587,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,95,0,2,2,1,1.0,0.03801,0.12883,0.83317,0.54035,position_only,1.96727,1.44,1.44,2.64461,5.38516,1.00654,0.8526315789473684,0.8713178294573644,0.8846153846153846,0.8,0.8526315789473684,0.8526315789473684,81,95,0.813953488372093,1.0,0.8,0.8526315789473684,0.8713178294573644,0.8846153846153846,0.8,0.8526315789473684,0.8526315789473684,81,95,0.813953488372093,1.0,0.8,0,0.0
96,1789306156.9612405,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,96,0,2,2,1,1.0,0.21186,0.23381,0.55433,0.99561,position_only,1.94579,1.44,1.44,2.58111,8.94427,1.00106,0.8541666666666666,0.8734683670917729,0.8867924528301887,0.8,0.8541666666666666,0.8541666666666666,82,96,0.813953488372093,1.0,0.8064516129032258,0.8541666666666666,0.8734683670917729,0.8867924528301887,0.8,0.8541666666666666,0.8541666666666666,82,96,0.813953488372093,1.0,0.8064516129032258,0,0.0
97,1789306157.2168827,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,97,0,1,1,1,1.0,0.0037,0.89756,0.09874,0.34635,position_only,2.04825,1.44,1.44,2.6285,,,0.8556701030927835,0.8734683670917729,0.8888888888888888,0.8,0.8556701030927835,0.8556701030927835,83,97,0.813953488372093,1.0,0.8064516129032258,0.8556701030927835,0.8734683670917729,0.8888888888888888,0.8,0.8556701030927835,0.8556701030927835,83,97,0.813953488372093,1.0,0.8064516129032258,0,0.0
98,1789306157.218102,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,98,0,1,1,1,1.0,0.01054,0.90524,0.08422,0.34648,position_only,2.04215,1.44,1.44,2.71317,,,0.8571428571428571,0.8734683670917729,0.8909090909090909,0.8,0.8571428571428571,0.8571428571428571,84,98,0.813953488372093,1.0,0.8064516129032258,0.8571428571428571,0.8734683670917729,0.8909090909090909,0.8,0.8571428571428571,0.8571428571428571,84,98,0.813953488372093,1.0,0.8064516129032258,0,0.0
99,1789306157.2190561,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,99,0,1,2,0,-1.0,0.03721,0.76293,0.19985,0.65071,position_only,1.94732,1.44,1.44,2.42546,,,0.8484848484848485,0.8601350337584396,0.875,0.75,0.8484848484848485,0.8484848484848485,84,99,0.813953488372093,0.96,0.8064516129032258,0.8484848484848485,0.8601350337584396,0.875,0.75,0.8484848484848485,0.8484848484848485,84,99,0.813953488372093,0.96,0.8064516129032258,0,0.0
100,1789306157.2200866,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,100,0,2,2,1,1.0,0.0562,0.17939,0.76441,0.67538,position_only,1.85611,1.44,1.44,2.35726,5.83095,1.02055,0.85,0.8621511627906977,0.8771929824561403,0.75,0.85,0.85,85,100,0.813953488372093,0.96,0.8125,0.85,0.8621511627906977,0.8771929824561403,0.75,0.85,0.85,85,100,0.813953488372093,0.96,0.8125,0,0.0
101,1789306157.221574,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,101,0,0,2,0,-1.0,0.87656,0.0249,0.09854,0.43579,position_only,0.0,0.0,0.0,0.55064,,,0.8415841584158416,0.8559848484848485,0.8771929824561403,0.7,0.84,0.8415841584158416,85,101,0.7954545454545454,0.96,0.8125,0.8415841584158416,0.8559848484848485,0.8771929824561403,0.7,0.84,0.8415841584158416,85,101,0.7954545454545454,0.96,0.8125,0,0.0
102,1789306157.2224498,dots_0_2_stage2_2b_robust_ood,robust_ood_eval,position_only,102,0,2,2,1,1.0,0.02525,0.37858,0.59616,0.76899,position_only,2.02167,1.44,1.44,2.55885,3.0,1.00175,0.8431372549019608,0.8578787878787879,0.8793103448275862,0.7,0.84,0.8431372549019608,86,102,0.7954545454545454,0.96,0.8181818181818182,0.8431372549019608,0.8578787878787879,0.8793103448275862,0.7,0.84,0.8431372549019608,86,102,0.7954545454545454,0.96,0.8181818181818182,0,0.0
