trial,timestamp,phase,trial_kind,learning_enabled,target,answer,correct,reward,p0,p1,p2,policy_entropy,stimulus_profile,signal_energy,area_factor,requested_area_factor,post_noise_energy,min_pair_distance,gain_ratio,overall,balanced_accuracy,one_vs_two_accuracy,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,probe_overall,probe_balanced_accuracy,probe_one_vs_two_accuracy,probe_recent_20,probe_recent_100,probe_recent_500,probe_successes,probe_attempts,probe_target_0_accuracy,probe_target_1_accuracy,probe_target_2_accuracy,active_synapses,mean_delta_w
24735,1789304662.8007123,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94831,0.02513,0.02656,0.23926,ood,0.0,0.0,0.0,0.51449,,,0.6417626844552254,0.6424684629042358,0.4910226859153221,0.45,0.61,0.638,15874,24735,0.9430233967753667,0.9299355309573044,0.0544464609800363,0.6417626844552254,0.6424684629042358,0.4910226859153221,0.45,0.61,0.638,15874,24735,0.9430233967753667,0.9299355309573044,0.0544464609800363,0,0.0
24736,1789304662.8013349,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94548,0.02648,0.02804,0.2494,ood,0.0,0.0,0.0,0.60283,,,0.6417771668822768,0.6424707649892146,0.4910226859153221,0.45,0.61,0.638,15875,24736,0.943030303030303,0.9299355309573044,0.0544464609800363,0.6417771668822768,0.6424707649892146,0.4910226859153221,0.45,0.61,0.638,15875,24736,0.943030303030303,0.9299355309573044,0.0544464609800363,0,0.0
24737,1789304662.8020172,dots_0_2_stage2_2_ood,ood_eval,0,2,0,0,-1.0,0.12204,0.77719,0.10077,0.68387,ood,1.99879,0.89139,0.89139,2.47031,2.23607,2.11546,0.6417512228645349,0.6424685693903364,0.4909929034997271,0.45,0.6,0.636,15875,24737,0.943030303030303,0.9299355309573044,0.05443987418340189,0.6417512228645349,0.6424685693903364,0.4909929034997271,0.45,0.6,0.636,15875,24737,0.943030303030303,0.9299355309573044,0.05443987418340189,0,0.0
24738,1789304662.8029876,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.04479,0.86284,0.09237,0.48643,ood,2.01891,1.9965,1.9965,2.41966,2.23607,2.42852,0.6417252809442963,0.6424663743226301,0.49096312469674913,0.4,0.6,0.634,15875,24738,0.943030303030303,0.9299355309573044,0.05443328898028305,0.6417252809442963,0.6424663743226301,0.49096312469674913,0.4,0.6,0.634,15875,24738,0.943030303030303,0.9299355309573044,0.05443328898028305,0,0.0
24739,1789304662.8038113,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01891,0.90014,0.08096,0.37324,ood,1.99481,0.95567,0.95567,2.53898,,,0.6417397631270464,0.6424692148508488,0.49099399599733157,0.45,0.6,0.636,15876,24739,0.943030303030303,0.9299440525419606,0.05443328898028305,0.6417397631270464,0.6424692148508488,0.49099399599733157,0.45,0.6,0.636,15876,24739,0.943030303030303,0.9299440525419606,0.05443328898028305,0,0.0
24740,1789304662.804619,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00052,0.9985,0.00099,0.01223,ood,2.13056,0.92775,0.92775,2.62913,,,0.641754244139046,0.6424720546881936,0.49102486355366887,0.5,0.6,0.638,15877,24740,0.943030303030303,0.9299525720539948,0.05443328898028305,0.641754244139046,0.6424720546881936,0.49102486355366887,0.5,0.6,0.638,15877,24740,0.943030303030303,0.9299525720539948,0.05443328898028305,0,0.0
24741,1789304662.805415,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.17587,0.71974,0.1044,0.77825,ood,1.86729,1.90667,1.90667,2.37871,,,0.6417687239804374,0.6424748938349165,0.4910557273664423,0.55,0.6,0.64,15878,24741,0.943030303030303,0.9299610894941635,0.05443328898028305,0.6417687239804374,0.6424748938349165,0.4910557273664423,0.55,0.6,0.64,15878,24741,0.943030303030303,0.9299610894941635,0.05443328898028305,0,0.0
24742,1789304662.806069,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94039,0.03469,0.02491,0.2664,ood,0.0,0.0,0.0,0.4953,,,0.641783202651362,0.6424771953618817,0.4910557273664423,0.55,0.6,0.642,15879,24742,0.9430372076111987,0.9299610894941635,0.05443328898028305,0.641783202651362,0.6424771953618817,0.4910557273664423,0.55,0.6,0.642,15879,24742,0.9430372076111987,0.9299610894941635,0.05443328898028305,0,0.0
24743,1789304662.8071492,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03571,0.94748,0.01682,0.2388,ood,2.06993,0.97285,0.97285,2.50367,2.23607,1.98383,0.6417572646809199,0.6424750008251546,0.491025951976716,0.5,0.6,0.642,15879,24743,0.9430372076111987,0.9299610894941635,0.054426705370101594,0.6417572646809199,0.6424750008251546,0.491025951976716,0.5,0.6,0.642,15879,24743,0.9430372076111987,0.9299610894941635,0.054426705370101594,0,0.0
24744,1789304662.807818,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00389,0.99315,0.00296,0.04566,ood,1.89687,0.9768,0.9768,2.31694,,,0.6417717426446815,0.6424778392815074,0.49105681198084034,0.55,0.61,0.642,15880,24744,0.9430372076111987,0.9299696048632219,0.054426705370101594,0.6417717426446815,0.6424778392815074,0.49105681198084034,0.55,0.61,0.642,15880,24744,0.9430372076111987,0.9299696048632219,0.054426705370101594,0,0.0
24745,1789304663.0708787,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94785,0.02703,0.02512,0.24092,ood,0.0,0.0,0.0,0.38629,,,0.6417862194382704,0.6424801402506618,0.49105681198084034,0.55,0.61,0.644,15881,24745,0.9430441105186621,0.9299696048632219,0.054426705370101594,0.6417862194382704,0.6424801402506618,0.49105681198084034,0.55,0.61,0.644,15881,24745,0.9430441105186621,0.9299696048632219,0.054426705370101594,0,0.0
24746,1789304663.0721343,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03593,0.95602,0.00804,0.20131,ood,2.12646,0.88797,0.88797,2.75986,2.0,2.11685,0.6417602844904227,0.6424779462447212,0.49102704013580695,0.55,0.61,0.644,15881,24746,0.9430441105186621,0.9299696048632219,0.054420123352279595,0.6417602844904227,0.6424779462447212,0.49102704013580695,0.55,0.61,0.644,15881,24746,0.9430441105186621,0.9299696048632219,0.054420123352279595,0,0.0
24747,1789304663.073429,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.04068,0.90195,0.05737,0.38731,ood,1.87932,2.02487,2.02487,2.44893,2.23607,1.92547,0.6417343516385825,0.6424757527693744,0.4909972719005759,0.5,0.6,0.642,15881,24747,0.9430441105186621,0.9299696048632219,0.05441354292623942,0.6417343516385825,0.6424757527693744,0.4909972719005759,0.5,0.6,0.642,15881,24747,0.9430441105186621,0.9299696048632219,0.05441354292623942,0,0.0
24748,1789304663.0741844,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94036,0.03126,0.02838,0.26725,ood,0.0,0.0,0.0,0.58411,,,0.6417488281881364,0.642478053180921,0.4909972719005759,0.55,0.6,0.642,15882,24748,0.9430510117533019,0.9299696048632219,0.05441354292623942,0.6417488281881364,0.642478053180921,0.4909972719005759,0.55,0.6,0.642,15882,24748,0.9430510117533019,0.9299696048632219,0.05441354292623942,0,0.0
24749,1789304663.0747952,dots_0_2_stage2_2_ood,ood_eval,0,0,2,0,-1.0,0.94126,0.03165,0.02709,0.26404,ood,0.0,0.0,0.0,0.58105,,,0.6417228978948645,0.6424399685750025,0.4909972719005759,0.55,0.6,0.642,15882,24749,0.9429367579355464,0.9299696048632219,0.05441354292623942,0.6417228978948645,0.6424399685750025,0.4909972719005759,0.55,0.6,0.642,15882,24749,0.9429367579355464,0.9299696048632219,0.05441354292623942,0,0.0
24750,1789304663.0755124,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.00047,0.99932,0.00022,0.00609,ood,1.94513,0.96876,0.96876,2.54215,,,0.6417373737373737,0.6424428063412372,0.49102812803103785,0.6,0.6,0.644,15883,24750,0.9429367579355464,0.9299781181619255,0.05441354292623942,0.6417373737373737,0.6424428063412372,0.49102812803103785,0.6,0.6,0.644,15883,24750,0.9429367579355464,0.9299781181619255,0.05441354292623942,0,0.0
24751,1789304663.076913,dots_0_2_stage2_2_ood,ood_eval,0,0,1,0,-1.0,0.94275,0.03155,0.02569,0.25871,ood,0.0,0.0,0.0,0.68795,,,0.6417114460021818,0.6424047309623583,0.49102812803103785,0.55,0.59,0.642,15883,24751,0.9428225317989097,0.9299781181619255,0.05441354292623942,0.6417114460021818,0.6424047309623583,0.49102812803103785,0.55,0.59,0.642,15883,24751,0.9428225317989097,0.9299781181619255,0.05441354292623942,0,0.0
24752,1789304663.0779972,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01482,0.9788,0.00639,0.11565,ood,2.00959,2.02943,2.02943,2.47069,,,0.6417259211376859,0.6424075680387262,0.4910589804206825,0.6,0.6,0.644,15884,24752,0.9428225317989097,0.9299866293910295,0.05441354292623942,0.6417259211376859,0.6424075680387262,0.4910589804206825,0.6,0.6,0.644,15884,24752,0.9428225317989097,0.9299866293910295,0.05441354292623942,0,0.0
24753,1789304663.079152,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.09555,0.77192,0.13253,0.69202,ood,1.94146,1.92538,1.92538,2.44187,,,0.6417403951036238,0.6424104044254791,0.49108982907019033,0.65,0.6,0.644,15885,24753,0.9428225317989097,0.9299951385512882,0.05441354292623942,0.6417403951036238,0.6424104044254791,0.49108982907019033,0.65,0.6,0.644,15885,24753,0.9428225317989097,0.9299951385512882,0.05441354292623942,0,0.0
24754,1789304663.0797808,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.9468,0.02867,0.02453,0.24454,ood,0.0,0.0,0.0,0.60659,,,0.6417548679001374,0.6424127129472895,0.49108982907019033,0.65,0.6,0.646,15886,24754,0.9428294573643411,0.9299951385512882,0.05441354292623942,0.6417548679001374,0.6424127129472895,0.49108982907019033,0.65,0.6,0.646,15886,24754,0.9428294573643411,0.9299951385512882,0.05441354292623942,0,0.0
24755,1789304663.080493,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02718,0.96106,0.01176,0.18842,ood,2.00527,2.04881,2.04881,2.43749,2.82843,2.15671,0.6417289436477479,0.6424105200023443,0.491060064246318,0.6,0.6,0.644,15886,24755,0.9428294573643411,0.9299951385512882,0.0544069640914037,0.6417289436477479,0.6424105200023443,0.491060064246318,0.6,0.6,0.644,15886,24755,0.9428294573643411,0.9299951385512882,0.0544069640914037,0,0.0
24756,1789304663.0811617,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94158,0.02801,0.03042,0.26306,ood,0.0,0.0,0.0,0.55377,,,0.641743415737599,0.6424128279649876,0.491060064246318,0.6,0.61,0.644,15887,24756,0.9428363812522708,0.9299951385512882,0.0544069640914037,0.641743415737599,0.6424128279649876,0.491060064246318,0.6,0.61,0.644,15887,24756,0.9428363812522708,0.9299951385512882,0.0544069640914037,0,0.0
24757,1789304663.3299894,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03171,0.88218,0.08611,0.43119,ood,2.06297,0.92817,0.92817,2.5955,2.82843,2.20288,0.6417174940420891,0.6424106355502515,0.49103030303030304,0.6,0.6,0.642,15887,24757,0.9428363812522708,0.9299951385512882,0.05440038684719536,0.6417174940420891,0.6424106355502515,0.49103030303030304,0.6,0.6,0.642,15887,24757,0.9428363812522708,0.9299951385512882,0.05440038684719536,0,0.0
24758,1789304663.3306785,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94538,0.02946,0.02516,0.24958,ood,0.0,0.0,0.0,0.50473,,,0.6417319654253171,0.6424129429539306,0.49103030303030304,0.65,0.61,0.642,15888,24758,0.9428433034633084,0.9299951385512882,0.05440038684719536,0.6417319654253171,0.6424129429539306,0.49103030303030304,0.65,0.61,0.642,15888,24758,0.9428433034633084,0.9299951385512882,0.05440038684719536,0,0.0
24759,1789304663.331298,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94491,0.02865,0.02644,0.25139,ood,0.0,0.0,0.0,0.63593,,,0.6417464356395655,0.6424152497988488,0.49103030303030304,0.65,0.61,0.642,15889,24759,0.9428502239980627,0.9299951385512882,0.05440038684719536,0.6417464356395655,0.6424152497988488,0.49103030303030304,0.65,0.61,0.642,15889,24759,0.9428502239980627,0.9299951385512882,0.05440038684719536,0,0.0
24760,1789304663.3318703,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94642,0.02667,0.02691,0.24606,ood,0.0,0.0,0.0,0.56507,,,0.6417609046849758,0.6424175560852088,0.49103030303030304,0.65,0.61,0.644,15890,24760,0.9428571428571428,0.9299951385512882,0.05440038684719536,0.6417609046849758,0.6424175560852088,0.49103030303030304,0.65,0.61,0.644,15890,24760,0.9428571428571428,0.9299951385512882,0.05440038684719536,0,0.0
24761,1789304663.3328161,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94434,0.02793,0.02773,0.25345,ood,0.0,0.0,0.0,0.4336,,,0.6417753725616897,0.6424198618132136,0.49103030303030304,0.65,0.61,0.644,15891,24761,0.9428640600411572,0.9299951385512882,0.05440038684719536,0.6417753725616897,0.6424198618132136,0.49103030303030304,0.65,0.61,0.644,15891,24761,0.9428640600411572,0.9299951385512882,0.05440038684719536,0,0.0
24762,1789304663.3337896,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94241,0.02979,0.0278,0.26015,ood,0.0,0.0,0.0,0.57348,,,0.641789839269849,0.6424221669830659,0.49103030303030304,0.65,0.61,0.646,15892,24762,0.9428709755507141,0.9299951385512882,0.05440038684719536,0.641789839269849,0.6424221669830659,0.49103030303030304,0.65,0.61,0.646,15892,24762,0.9428709755507141,0.9299951385512882,0.05440038684719536,0,0.0
24763,1789304663.334485,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.05248,0.79877,0.14875,0.61758,ood,2.12709,0.9168,0.9168,2.58418,2.23607,1.90246,0.6417639219803739,0.6424199750983467,0.49100054542148963,0.65,0.6,0.646,15892,24763,0.9428709755507141,0.9299951385512882,0.05439381119303759,0.6417639219803739,0.6424199750983467,0.49100054542148963,0.65,0.6,0.646,15892,24763,0.9428709755507141,0.9299951385512882,0.05439381119303759,0,0.0
24764,1789304663.3352005,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.14775,0.78003,0.07222,0.6661,ood,1.95312,0.94812,0.94812,2.51209,2.23607,2.48708,0.6417380067840414,0.642417783743452,0.4909707914192219,0.6,0.6,0.644,15892,24764,0.9428709755507141,0.9299951385512882,0.05438723712835388,0.6417380067840414,0.642417783743452,0.4909707914192219,0.6,0.6,0.644,15892,24764,0.9428709755507141,0.9299951385512882,0.05438723712835388,0,0.0
24765,1789304663.3358283,dots_0_2_stage2_2_ood,ood_eval,0,0,1,0,-1.0,0.94087,0.0314,0.02772,0.26543,ood,0.0,0.0,0.0,0.5196,,,0.6417120936805977,0.6423797478817573,0.4909707914192219,0.55,0.59,0.642,15892,24765,0.94275686796563,0.9299951385512882,0.05438723712835388,0.6417120936805977,0.6423797478817573,0.4909707914192219,0.55,0.59,0.642,15892,24765,0.94275686796563,0.9299951385512882,0.05438723712835388,0,0.0
24766,1789304663.336653,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.05325,0.89488,0.05187,0.40905,ood,2.00091,1.00322,1.00322,2.35447,2.82843,1.95383,0.6416861826697893,0.6423775570564955,0.4909410410228443,0.55,0.58,0.64,15892,24766,0.94275686796563,0.9299951385512882,0.054380664652567974,0.6416861826697893,0.6423775570564955,0.4909410410228443,0.55,0.58,0.64,15892,24766,0.94275686796563,0.9299951385512882,0.054380664652567974,0,0.0
24767,1789304663.3373778,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.06441,0.88791,0.04769,0.42732,ood,1.94198,0.89447,0.89447,2.56232,2.23607,2.27559,0.6416602737513627,0.6423753667606741,0.4909112942317014,0.55,0.58,0.64,15892,24767,0.94275686796563,0.9299951385512882,0.054374093765103916,0.6416602737513627,0.6423753667606741,0.4909112942317014,0.55,0.58,0.64,15892,24767,0.94275686796563,0.9299951385512882,0.054374093765103916,0,0.0
24768,1789304663.3380675,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.0005,0.99911,0.00039,0.00779,ood,1.98627,0.99175,0.99175,2.58112,,,0.6416747416020672,0.6423782024580633,0.4909421387458346,0.55,0.58,0.64,15893,24768,0.94275686796563,0.9300036456434561,0.054374093765103916,0.6416747416020672,0.6423782024580633,0.4909421387458346,0.55,0.58,0.64,15893,24768,0.94275686796563,0.9300036456434561,0.054374093765103916,0,0.0
24769,1789304663.5976207,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.03663,0.95119,0.01217,0.2224,ood,1.85233,2.02508,2.02508,2.23566,,,0.6416892082845492,0.6423810374663402,0.49097297952259783,0.6,0.58,0.642,15894,24769,0.94275686796563,0.9300121506682868,0.054374093765103916,0.6416892082845492,0.6423810374663402,0.49097297952259783,0.6,0.58,0.642,15894,24769,0.94275686796563,0.9300121506682868,0.054374093765103916,0,0.0
24770,1789304663.598458,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02618,0.96143,0.01239,0.1876,ood,2.08787,0.89647,0.89647,2.70784,2.23607,2.39748,0.6416633023819136,0.6423788476997676,0.49094323620282304,0.55,0.58,0.642,15894,24770,0.94275686796563,0.9300121506682868,0.05436752446538601,0.6416633023819136,0.6423788476997676,0.49094323620282304,0.55,0.58,0.642,15894,24770,0.94275686796563,0.9300121506682868,0.05436752446538601,0,0.0
24771,1789304663.5993447,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.02429,0.95371,0.022,0.21947,ood,1.96142,0.93265,0.93265,2.57457,2.0,2.15931,0.6416373985709095,0.6423766584622519,0.49091349648655197,0.55,0.58,0.642,15894,24771,0.94275686796563,0.9300121506682868,0.05436095675283885,0.6416373985709095,0.6423766584622519,0.49091349648655197,0.55,0.58,0.642,15894,24771,0.94275686796563,0.9300121506682868,0.05436095675283885,0,0.0
24772,1789304663.6003585,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94181,0.03233,0.02586,0.26193,ood,0.0,0.0,0.0,0.65644,,,0.6416518650088809,0.6423789673978776,0.49091349648655197,0.55,0.58,0.642,15895,24772,0.9427637947725073,0.9300121506682868,0.05436095675283885,0.6416518650088809,0.6423789673978776,0.49091349648655197,0.55,0.58,0.642,15895,24772,0.9427637947725073,0.9300121506682868,0.05436095675283885,0,0.0
24773,1789304663.6011934,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.16279,0.62884,0.20836,0.91403,ood,2.09064,1.91679,1.91679,2.55795,2.0,2.36204,0.6416259637508578,0.6423767786892272,0.4908837603731298,0.5,0.57,0.64,15895,24773,0.9427637947725073,0.9300121506682868,0.05435439062688731,0.6416259637508578,0.6423767786892272,0.4908837603731298,0.5,0.57,0.64,15895,24773,0.9427637947725073,0.9300121506682868,0.05435439062688731,0,0.0
24774,1789304663.6018548,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94353,0.02926,0.02721,0.25624,ood,0.0,0.0,0.0,0.49788,,,0.641640429482522,0.6423790870661268,0.4908837603731298,0.5,0.57,0.64,15896,24774,0.9427707199032063,0.9300121506682868,0.05435439062688731,0.641640429482522,0.6423790870661268,0.4908837603731298,0.5,0.57,0.64,15896,24774,0.9427707199032063,0.9300121506682868,0.05435439062688731,0,0.0
24775,1789304663.6025734,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.00119,0.99817,0.00064,0.01456,ood,2.14127,0.91432,0.91432,2.71433,2.82843,2.29593,0.6416145307769929,0.6423768988861499,0.49085402786190185,0.5,0.57,0.64,15896,24775,0.9427707199032063,0.9300121506682868,0.05434782608695652,0.6416145307769929,0.6423768988861499,0.49085402786190185,0.5,0.57,0.64,15896,24775,0.9427707199032063,0.9300121506682868,0.05434782608695652,0,0.0
24776,1789304663.6037512,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94295,0.02976,0.02729,0.25827,ood,0.0,0.0,0.0,0.61776,,,0.6416289958023894,0.6423792067045262,0.49085402786190185,0.5,0.57,0.642,15897,24776,0.9427776433583354,0.9300121506682868,0.05434782608695652,0.6416289958023894,0.6423792067045262,0.49085402786190185,0.5,0.57,0.642,15897,24776,0.9427776433583354,0.9300121506682868,0.05434782608695652,0,0.0
24777,1789304663.6044745,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.01961,0.94865,0.03173,0.23661,ood,2.11601,1.01041,1.01041,2.5943,2.0,2.5569,0.6416030996488679,0.6423770190530314,0.4908242989522137,0.5,0.57,0.64,15897,24777,0.9427776433583354,0.9300121506682868,0.05434126313247192,0.6416030996488679,0.6423770190530314,0.4908242989522137,0.5,0.57,0.64,15897,24777,0.9427776433583354,0.9300121506682868,0.05434126313247192,0,0.0
24778,1789304663.605362,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01079,0.94491,0.0443,0.24049,ood,1.9287,0.92027,0.92027,2.42347,,,0.6416175639680362,0.6423798533724471,0.49085513565891475,0.5,0.58,0.642,15898,24778,0.9427776433583354,0.9300206536265339,0.05434126313247192,0.6416175639680362,0.6423798533724471,0.49085513565891475,0.5,0.58,0.642,15898,24778,0.9427776433583354,0.9300206536265339,0.05434126313247192,0,0.0
24779,1789304663.6065047,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03068,0.74509,0.22422,0.66139,ood,2.08443,0.90478,0.90478,2.72157,2.82843,2.19449,0.6415916703660357,0.6423776662492428,0.49082541028280746,0.45,0.57,0.642,15898,24779,0.9427776433583354,0.9300206536265339,0.05433470176285921,0.6415916703660357,0.6423776662492428,0.49082541028280746,0.45,0.57,0.642,15898,24779,0.9427776433583354,0.9300206536265339,0.05433470176285921,0,0.0
24780,1789304663.607698,dots_0_2_stage2_2_ood,ood_eval,0,2,0,0,-1.0,0.0298,0.91499,0.05521,0.34589,ood,2.04825,1.90131,1.90131,2.47958,2.23607,2.04347,0.6415657788539144,0.6423754796541379,0.49079568850672156,0.4,0.56,0.64,15898,24780,0.9427776433583354,0.9300206536265339,0.05432814197754437,0.6415657788539144,0.6423754796541379,0.49079568850672156,0.4,0.56,0.64,15898,24780,0.9427776433583354,0.9300206536265339,0.05432814197754437,0,0.0
24781,1789304663.8646379,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01916,0.75641,0.22442,0.62229,ood,1.89314,1.0062,1.0062,2.43935,,,0.6415802429280497,0.6423783132849433,0.4908265213442325,0.4,0.56,0.64,15899,24781,0.9427776433583354,0.9300291545189504,0.05432814197754437,0.6415802429280497,0.6423783132849433,0.4908265213442325,0.4,0.56,0.64,15899,24781,0.9427776433583354,0.9300291545189504,0.05432814197754437,0,0.0
24782,1789304663.8658442,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.05901,0.9013,0.03968,0.38872,ood,1.96981,1.91766,1.91766,2.56066,2.82843,2.22479,0.6415543539665887,0.6423761272177465,0.4907968031000242,0.35,0.55,0.638,15899,24782,0.9427776433583354,0.9300291545189504,0.05432158377595365,0.6415543539665887,0.6423761272177465,0.4907968031000242,0.35,0.55,0.638,15899,24782,0.9427776433583354,0.9300291545189504,0.05432158377595365,0,0.0
24783,1789304663.866962,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.01491,0.9806,0.00449,0.10617,ood,1.97163,2.04391,2.04391,2.557,,,0.6415688173344631,0.6423789601601928,0.49082763213658653,0.4,0.56,0.64,15900,24783,0.9427776433583354,0.9300376533462893,0.05432158377595365,0.6415688173344631,0.6423789601601928,0.49082763213658653,0.4,0.56,0.64,15900,24783,0.9427776433583354,0.9300376533462893,0.05432158377595365,0,0.0
24784,1789304663.868294,dots_0_2_stage2_2_ood,ood_eval,0,2,0,0,-1.0,0.0676,0.91148,0.02092,0.34749,ood,1.94706,2.04918,2.04918,2.58729,2.82843,1.90257,0.6415429309231763,0.6423767746207127,0.4907979174234169,0.4,0.55,0.638,15900,24784,0.9427776433583354,0.9300376533462893,0.05431502715751358,0.6415429309231763,0.6423767746207127,0.4907979174234169,0.4,0.55,0.638,15900,24784,0.9427776433583354,0.9300376533462893,0.05431502715751358,0,0.0
24785,1789304663.8698423,dots_0_2_stage2_2_ood,ood_eval,0,2,1,0,-1.0,0.03326,0.95575,0.01099,0.20601,ood,1.8992,0.90159,0.90159,2.491,2.23607,2.27728,0.6415170466007666,0.6423745896087586,0.49076820630788787,0.4,0.54,0.636,15900,24785,0.9427776433583354,0.9300376533462893,0.05430847212165098,0.6415170466007666,0.6423745896087586,0.49076820630788787,0.4,0.54,0.636,15900,24785,0.9427776433583354,0.9300376533462893,0.05430847212165098,0,0.0
24786,1789304663.8707747,dots_0_2_stage2_2_ood,ood_eval,0,1,2,0,-1.0,0.01043,0.65993,0.32964,0.68771,ood,2.06427,0.94892,0.94892,2.60334,,,0.6414911643669814,0.6423369393110764,0.4907384987893462,0.4,0.54,0.634,15900,24786,0.9427776433583354,0.9299247024532427,0.05430847212165098,0.6414911643669814,0.6423369393110764,0.4907384987893462,0.4,0.54,0.634,15900,24786,0.9427776433583354,0.9299247024532427,0.05430847212165098,0,0.0
24787,1789304663.8715374,dots_0_2_stage2_2_ood,ood_eval,0,1,1,1,1.0,0.0075,0.99094,0.00157,0.05583,ood,2.11105,1.93402,1.93402,2.4789,,,0.6415056279501351,0.6423397757934705,0.49076932389080563,0.45,0.54,0.634,15901,24787,0.9427776433583354,0.929933211900425,0.05430847212165098,0.6415056279501351,0.6423397757934705,0.49076932389080563,0.45,0.54,0.634,15901,24787,0.9427776433583354,0.929933211900425,0.05430847212165098,0,0.0
24788,1789304663.872394,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94272,0.02781,0.02947,0.2591,ood,0.0,0.0,0.0,0.5679,,,0.6415200903663063,0.6423420830535261,0.49076932389080563,0.45,0.54,0.636,15902,24788,0.9427845651385025,0.929933211900425,0.05430847212165098,0.6415200903663063,0.6423420830535261,0.49076932389080563,0.45,0.54,0.636,15902,24788,0.9427845651385025,0.929933211900425,0.05430847212165098,0,0.0
24789,1789304663.8732083,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94173,0.02875,0.02952,0.26256,ood,0.0,0.0,0.0,0.5621,,,0.641534551615636,0.6423443897554638,0.49076932389080563,0.45,0.54,0.638,15903,24789,0.9427914852443154,0.929933211900425,0.05430847212165098,0.641534551615636,0.6423443897554638,0.49076932389080563,0.45,0.54,0.638,15903,24789,0.9427914852443154,0.929933211900425,0.05430847212165098,0,0.0
24790,1789304663.873977,dots_0_2_stage2_2_ood,ood_eval,0,0,0,1,1.0,0.94229,0.03187,0.02584,0.26031,ood,0.0,0.0,0.0,0.51103,,,0.6415490116982654,0.6423466958994859,0.49076932389080563,0.5,0.54,0.638,15904,24790,0.9427984036763817,0.929933211900425,0.05430847212165098,0.6415490116982654,0.6423466958994859,0.49076932389080563,0.5,0.54,0.638,15904,24790,0.9427984036763817,0.929933211900425,0.05430847212165098,0,0.0
