trial,timestamp,phase,target,answer,correct,reward,p0,p1,p2,policy_entropy,overall,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,active_synapses,mean_delta_w
23741,1789301377.9886522,dots_0_2,0,0,1,1.0,0.99073,0.00924,3e-05,0.05285,0.9433469525293795,1.0,1.0,0.976,22396,23741,0.954100445009536,0.9167709637046307,0.9595485670809029,195,1.8e-05
23742,1789301377.9898496,dots_0_2,2,2,1,1.0,0.0,0.00196,0.99804,0.0142,0.943349338724623,1.0,1.0,0.976,22397,23742,0.954100445009536,0.9167709637046307,0.9595536959553695,130,8.3e-05
23743,1789301377.9909563,dots_0_2,1,1,1,1.0,0.00057,0.97951,0.01992,0.10252,0.9433517247188645,1.0,1.0,0.976,22398,23743,0.954100445009536,0.9167813790514329,0.9595536959553695,198,0.000396
23744,1789301377.9917839,dots_0_2,2,2,1,1.0,0.0,0.00129,0.99871,0.00984,0.9433541105121294,1.0,1.0,0.976,22399,23744,0.954100445009536,0.9167813790514329,0.9595588235294118,132,6.1e-05
23745,1789301377.9924672,dots_0_2,2,2,1,1.0,0.0,6e-05,0.99994,0.00064,0.943356496104443,1.0,1.0,0.976,22400,23745,0.954100445009536,0.9167813790514329,0.9595639498035239,132,3e-06
23746,1789301378.0974722,dots_0_2,0,0,1,1.0,0.9905,0.00946,3e-05,0.0539,0.9433588814958309,1.0,1.0,0.976,22401,23746,0.9541062801932367,0.9167813790514329,0.9595639498035239,198,2e-05
23747,1789301378.0983264,dots_0_2,0,0,1,1.0,0.99228,0.00769,3e-05,0.04542,0.9433612666863183,1.0,1.0,0.978,22402,23747,0.954112113893479,0.9167813790514329,0.9595639498035239,195,1.4e-05
23748,1789301378.0989807,dots_0_2,2,2,1,1.0,0.0,0.002,0.998,0.01441,0.9433636516759306,1.0,1.0,0.978,22403,23748,0.954112113893479,0.9167813790514329,0.9595690747782003,132,7.9e-05
23749,1789301378.0998125,dots_0_2,1,1,1,1.0,0.00069,0.97689,0.02242,0.11302,0.9433660364646933,1.0,1.0,0.978,22404,23749,0.954112113893479,0.9167917917917918,0.9595690747782003,198,0.000497
23750,1789301378.100638,dots_0_2,2,2,1,1.0,0.0,0.05459,0.9454,0.21184,0.9433684210526316,1.0,1.0,0.978,22405,23750,0.954112113893479,0.9167917917917918,0.9595741984539349,195,0.001657
23751,1789301378.2059195,dots_0_2,2,1,0,-1.0,2e-05,0.26203,0.73795,0.5754,0.9433287019493916,0.95,0.99,0.976,22405,23751,0.954112113893479,0.9167917917917918,0.9594526102382159,195,0.018519
23752,1789301378.2068598,dots_0_2,0,0,1,1.0,0.99272,0.00725,3e-05,0.04328,0.9433310879083867,0.95,0.99,0.976,22406,23752,0.9541179461108287,0.9167917917917918,0.9594526102382159,195,1.3e-05
23753,1789301378.2075446,dots_0_2,0,0,1,1.0,0.99296,0.00702,3e-05,0.0421,0.9433334736664842,0.95,0.99,0.976,22407,23753,0.9541237768458508,0.9167917917917918,0.9594526102382159,198,1.2e-05
23754,1789301378.2081614,dots_0_2,2,2,1,1.0,0.0,4e-05,0.99996,0.00047,0.9433358592237097,0.95,0.99,0.976,22408,23754,0.9541237768458508,0.9167917917917918,0.9594577473710884,132,2e-06
23755,1789301378.2089121,dots_0_2,1,1,1,1.0,0.0119,0.97308,0.01502,0.14235,0.9433382445800884,0.95,0.99,0.976,22409,23755,0.9541237768458508,0.9168022019266858,0.9594577473710884,198,0.00046
23756,1789301378.3145554,dots_0_2,1,1,1,1.0,0.01506,0.98265,0.00229,0.09432,0.9433406297356457,0.95,0.99,0.976,22410,23756,0.9541237768458508,0.9168126094570929,0.9594577473710884,198,0.000317
23757,1789301378.3154824,dots_0_2,0,0,1,1.0,0.9883,0.01166,4e-05,0.06398,0.943343014690407,0.95,0.99,0.976,22411,23757,0.9541296060991106,0.9168126094570929,0.9594577473710884,195,2.5e-05
23758,1789301378.316206,dots_0_2,0,0,1,1.0,0.98935,0.0106,5e-05,0.05925,0.9433453994443977,0.95,0.99,0.976,22412,23758,0.9541354338711726,0.9168126094570929,0.9594577473710884,195,2.3e-05
23759,1789301378.316863,dots_0_2,2,2,1,1.0,0.0,0.00028,0.99972,0.00259,0.943347783997643,0.95,0.99,0.976,22413,23759,0.9541354338711726,0.9168126094570929,0.9594628832024322,132,1.3e-05
23760,1789301378.3175502,dots_0_2,0,0,1,1.0,0.98982,0.01014,4e-05,0.05707,0.9433501683501684,0.95,0.99,0.976,22414,23760,0.9541412601626016,0.9168126094570929,0.9594628832024322,198,2.2e-05
23761,1789301378.423388,dots_0_2,0,0,1,1.0,0.99014,0.00983,4e-05,0.05562,0.9433525525019991,0.95,0.99,0.976,22415,23761,0.9541470849739616,0.9168126094570929,0.9594628832024322,198,2e-05
23762,1789301378.4242637,dots_0_2,2,2,1,1.0,0.0,0.0002,0.9998,0.00191,0.9433549364531605,0.95,0.99,0.976,22416,23762,0.9541470849739616,0.9168126094570929,0.9594680177327423,132,9e-06
23763,1789301378.4249835,dots_0_2,2,2,1,1.0,0.0,0.00025,0.99975,0.00232,0.943357320203678,0.95,0.99,0.976,22417,23763,0.9541470849739616,0.9168126094570929,0.9594731509625126,132,1.1e-05
23764,1789301378.4256306,dots_0_2,2,2,1,1.0,0.0,0.00048,0.99952,0.00416,0.9433597037535768,0.95,0.99,0.976,22418,23764,0.9541470849739616,0.9168126094570929,0.9594782828922376,132,2.2e-05
23765,1789301378.4262307,dots_0_2,1,1,1,1.0,0.00257,0.97053,0.02691,0.14162,0.9433620871028824,0.95,0.99,0.976,22419,23765,0.9541470849739616,0.9168230143839899,0.9594782828922376,198,0.00054
23766,1789301378.5324059,dots_0_2,2,2,1,1.0,0.0,0.07891,0.92109,0.27616,0.94336447025162,0.95,0.99,0.976,22420,23766,0.9541470849739616,0.9168230143839899,0.9594834135224107,198,0.00211
23767,1789301378.5334878,dots_0_2,0,0,1,1.0,0.99326,0.00671,2e-05,0.04056,0.9433668531998148,0.95,0.99,0.976,22421,23767,0.9541529083058166,0.9168230143839899,0.9594834135224107,198,1.2e-05
23768,1789301378.534338,dots_0_2,1,1,1,1.0,0.00284,0.93886,0.0583,0.24159,0.9433692359474924,0.95,0.99,0.976,22422,23768,0.9541529083058166,0.9168334167083542,0.9594834135224107,198,0.000961
23769,1789301378.5351145,dots_0_2,1,1,1,1.0,0.00099,0.98839,0.01062,0.06665,0.943371618494678,0.95,0.99,0.976,22423,23769,0.9541529083058166,0.9168438164311616,0.9594834135224107,198,0.000262
23770,1789301378.5358255,dots_0_2,2,2,1,1.0,0.0,0.00115,0.99885,0.00895,0.9433740008413967,0.95,0.99,0.976,22424,23770,0.9541529083058166,0.9168438164311616,0.9594885428535258,132,4.7e-05
23771,1789301378.641081,dots_0_2,1,1,1,1.0,0.01139,0.98322,0.00539,0.09576,0.943376382987674,1.0,0.99,0.976,22425,23771,0.9541529083058166,0.9168542135533884,0.9594885428535258,198,0.000307
23772,1789301378.6419868,dots_0_2,1,1,1,1.0,0.00312,0.98544,0.01144,0.08359,0.9433787649335352,1.0,0.99,0.976,22426,23772,0.9541529083058166,0.9168646080760094,0.9594885428535258,198,0.000276
23773,1789301378.6426656,dots_0_2,2,2,1,1.0,0.0,0.00117,0.99883,0.00906,0.9433811466790056,1.0,0.99,0.976,22427,23773,0.9541529083058166,0.9168646080760094,0.959493670886076,128,5.1e-05
23774,1789301378.6432807,dots_0_2,0,0,1,1.0,0.99165,0.00832,3e-05,0.04847,0.9433835282241104,1.0,0.99,0.976,22428,23774,0.9541587301587302,0.9168646080760094,0.959493670886076,195,1.5e-05
23775,1789301378.6438243,dots_0_2,0,0,1,1.0,0.99042,0.00954,3e-05,0.05426,0.9433859095688749,1.0,0.99,0.976,22429,23775,0.9541645505332657,0.9168646080760094,0.959493670886076,198,1.9e-05
23776,1789301378.750506,dots_0_2,2,2,1,1.0,0.0,0.0,1.0,2e-05,0.9433882907133243,1.0,0.99,0.976,22430,23776,0.9541645505332657,0.9168646080760094,0.9594987976205543,132,0.0
23777,1789301378.7514188,dots_0_2,1,1,1,1.0,0.00119,0.9887,0.01011,0.06571,0.9433906716574841,1.0,0.99,0.976,22431,23777,0.9541645505332657,0.916875,0.9594987976205543,195,0.000222
23778,1789301378.7522886,dots_0_2,0,0,1,1.0,0.99148,0.00848,3e-05,0.04927,0.9433930524013794,1.0,0.99,0.976,22432,23778,0.954170369429986,0.916875,0.9594987976205543,198,1.5e-05
23779,1789301378.7529414,dots_0_2,2,2,1,1.0,0.0,0.028,0.972,0.12773,0.9433954329450356,1.0,0.99,0.976,22433,23779,0.954170369429986,0.916875,0.9595039230574538,133,0.001203
23780,1789301378.7536159,dots_0_2,2,2,1,1.0,0.0,0.00136,0.99864,0.01032,0.9433978132884777,1.0,0.99,0.976,22434,23780,0.954170369429986,0.916875,0.9595090471972668,132,5.9e-05
23781,1789301378.8584893,dots_0_2,0,0,1,1.0,0.99087,0.0091,3e-05,0.05218,0.9434001934317312,1.0,0.99,0.976,22435,23781,0.9541761868494542,0.916875,0.9595090471972668,198,1.8e-05
23782,1789301378.8595543,dots_0_2,1,1,1,1.0,0.00563,0.98898,0.00539,0.06828,0.9434025733748213,1.0,0.99,0.976,22436,23782,0.9541761868494542,0.9168853893263342,0.9595090471972668,198,0.000187
23783,1789301378.8602242,dots_0_2,1,1,1,1.0,0.00456,0.98419,0.01125,0.09073,0.9434049531177732,1.0,0.99,0.976,22437,23783,0.9541761868494542,0.916895776055986,0.9595090471972668,198,0.000295
23784,1789301378.8608816,dots_0_2,2,2,1,1.0,0.0,0.00115,0.99885,0.00893,0.9434073326606122,1.0,0.99,0.976,22438,23784,0.9541761868494542,0.916895776055986,0.9595141700404858,132,5.1e-05
23785,1789301378.8615792,dots_0_2,2,2,1,1.0,0.0,0.00583,0.99417,0.03582,0.9434097120033634,1.0,0.99,0.976,22439,23785,0.9541761868494542,0.916895776055986,0.9595192915876027,132,0.000247
23786,1789301378.9663439,dots_0_2,1,1,1,1.0,0.01016,0.98343,0.0064,0.09541,0.9434120911460523,1.0,0.99,0.976,22440,23786,0.9541761868494542,0.9169061601899288,0.9595192915876027,198,0.000272
23787,1789301378.967417,dots_0_2,1,1,1,1.0,0.00044,0.86076,0.1388,0.40655,0.9434144700887039,1.0,0.99,0.976,22441,23787,0.9541761868494542,0.9169165417291354,0.9595192915876027,198,0.002856
23788,1789301378.968537,dots_0_2,0,0,1,1.0,0.99292,0.00706,3e-05,0.04229,0.9434168488313436,1.0,0.99,0.978,22442,23788,0.9541820027922325,0.9169165417291354,0.9595192915876027,198,1.3e-05
23789,1789301378.9691968,dots_0_2,1,1,1,1.0,0.00267,0.92711,0.07023,0.2725,0.9434192273739964,1.0,0.99,0.978,22443,23789,0.9541820027922325,0.9169269206745784,0.9595192915876027,198,0.001272
23790,1789301378.9698381,dots_0_2,0,0,1,1.0,0.99057,0.00939,3e-05,0.05357,0.9434216057166877,1.0,0.99,0.978,22444,23790,0.9541878172588832,0.9169269206745784,0.9595192915876027,198,1.9e-05
23791,1789301379.0730605,dots_0_2,1,1,1,1.0,0.04223,0.95197,0.00579,0.21035,0.9434239838594426,1.0,0.99,0.978,22445,23791,0.9541878172588832,0.9169372970272296,0.9595192915876027,198,0.000624
23792,1789301379.0740044,dots_0_2,1,1,1,1.0,0.00232,0.98898,0.0087,0.06629,0.9434263618022865,1.0,0.99,0.98,22446,23792,0.9541878172588832,0.9169476707880605,0.9595192915876027,198,0.000222
23793,1789301379.0746963,dots_0_2,0,0,1,1.0,0.99129,0.00867,3e-05,0.05017,0.9434287395452444,1.0,0.99,0.98,22447,23793,0.9541936302499683,0.9169476707880605,0.9595192915876027,198,1.6e-05
23794,1789301379.0753305,dots_0_2,1,1,1,1.0,0.00118,0.98417,0.01465,0.0855,0.9434311170883416,1.0,0.99,0.98,22448,23794,0.9541936302499683,0.916958041958042,0.9595192915876027,198,0.000315
23795,1789301379.0761242,dots_0_2,1,1,1,1.0,0.0164,0.96985,0.01375,0.15605,0.9434334944316033,1.0,0.99,0.98,22449,23795,0.9541936302499683,0.9169684105381446,0.9595192915876027,198,0.00052
23796,1789301379.1811767,dots_0_2,1,1,1,1.0,0.00337,0.98294,0.01369,0.09483,0.9434358715750546,1.0,0.99,0.98,22450,23796,0.9541936302499683,0.9169787765293383,0.9595192915876027,198,0.000296
23797,1789301379.1828353,dots_0_2,0,0,1,1.0,0.98989,0.01007,4e-05,0.05676,0.9434382485187208,1.0,0.99,0.98,22451,23797,0.9541994417660492,0.9169787765293383,0.9595192915876027,195,2.1e-05
23798,1789301379.1840265,dots_0_2,1,1,1,1.0,0.00398,0.95943,0.03659,0.18276,0.9434406252626271,1.0,0.99,0.98,22452,23798,0.9541994417660492,0.9169891399325927,0.9595192915876027,198,0.000699
23799,1789301379.1847744,dots_0_2,0,0,1,1.0,0.992,0.00797,3e-05,0.04678,0.9434430018067986,1.0,0.99,0.98,22453,23799,0.9542052518076874,0.9169891399325927,0.9595192915876027,198,1.4e-05
23800,1789301379.1854465,dots_0_2,0,0,1,1.0,0.98781,0.01215,4e-05,0.06614,0.9434453781512605,1.0,0.99,0.98,22454,23800,0.9542110603754439,0.9169891399325927,0.9595192915876027,198,2.8e-05
23801,1789301379.2905204,dots_0_2,2,2,1,1.0,0.0,0.00157,0.99843,0.01169,0.943447754296038,1.0,0.99,0.98,22455,23801,0.9542110603754439,0.9169891399325927,0.9595244118391095,132,6.9e-05
23802,1789301379.2914348,dots_0_2,2,2,1,1.0,0.0,2e-05,0.99998,0.00022,0.9434501302411562,1.0,0.99,0.98,22456,23802,0.9542110603754439,0.9169891399325927,0.9595295307954976,132,1e-06
23803,1789301379.292224,dots_0_2,0,0,1,1.0,0.98689,0.01306,5e-05,0.07019,0.9434525059866403,1.0,0.99,0.98,22457,23803,0.9542168674698795,0.9169891399325927,0.9595295307954976,198,3e-05
23804,1789301379.2929852,dots_0_2,1,1,1,1.0,0.00538,0.96955,0.02508,0.15051,0.9434548815325156,1.0,0.99,0.98,22458,23804,0.9542168674698795,0.9169995007488767,0.9595295307954976,198,0.000565
23805,1789301379.2937572,dots_0_2,0,0,1,1.0,0.99051,0.00946,3e-05,0.05386,0.943457256878807,1.0,0.99,0.98,22459,23805,0.9542226730915546,0.9169995007488767,0.9595295307954976,195,1.9e-05
23806,1789301379.3986926,dots_0_2,2,2,1,1.0,0.0,0.00033,0.99967,0.00295,0.9434596320255397,1.0,0.99,0.98,22460,23806,0.9542226730915546,0.9169995007488767,0.9595346484572584,132,1.5e-05
23807,1789301379.399684,dots_0_2,0,0,1,1.0,0.98901,0.01095,4e-05,0.06077,0.9434620069727391,1.0,0.99,0.98,22461,23807,0.9542284772410295,0.9169995007488767,0.9595346484572584,198,2.3e-05
23808,1789301379.400377,dots_0_2,1,1,1,1.0,0.00345,0.99337,0.00318,0.04445,0.9434643817204301,1.0,0.99,0.98,22462,23808,0.9542284772410295,0.9170098589791589,0.9595346484572584,198,0.000122
23809,1789301379.4009905,dots_0_2,0,0,1,1.0,0.98931,0.01065,4e-05,0.0594,0.943466756268638,1.0,0.99,0.98,22463,23809,0.9542342799188641,0.9170098589791589,0.9595346484572584,198,2.2e-05
23810,1789301379.4015477,dots_0_2,0,0,1,1.0,0.98948,0.01048,4e-05,0.05862,0.9434691306173877,1.0,0.99,0.982,22464,23810,0.954240081125618,0.9170098589791589,0.9595346484572584,198,2.2e-05
23811,1789301379.5079188,dots_0_2,0,0,1,1.0,0.99176,0.00821,3e-05,0.04793,0.9434715047667045,1.0,0.99,0.982,22465,23811,0.9542458808618505,0.9170098589791589,0.9595346484572584,198,1.5e-05
23812,1789301379.5090854,dots_0_2,0,0,1,1.0,0.99282,0.00716,3e-05,0.04277,0.9434738787166135,1.0,0.99,0.982,22466,23812,0.9542516791281206,0.9170098589791589,0.9595346484572584,198,1.3e-05
23813,1789301379.509888,dots_0_2,2,1,0,-1.0,1e-05,0.1971,0.80289,0.49648,0.9434342585982447,0.95,0.98,0.98,22466,23813,0.9542516791281206,0.9170098589791589,0.9594133265899608,198,0.022123
23814,1789301379.5105536,dots_0_2,2,2,1,1.0,0.0,0.00306,0.99694,0.0208,0.9434366339128244,0.95,0.98,0.98,22467,23814,0.9542516791281206,0.9170098589791589,0.9594184576485462,134,0.000127
23815,1789301379.5111988,dots_0_2,0,0,1,1.0,0.98632,0.01361,6e-05,0.07269,0.9434390090279235,0.95,0.98,0.98,22468,23815,0.9542574759249873,0.9170098589791589,0.9594184576485462,198,3.3e-05
23816,1789301379.6194477,dots_0_2,0,0,1,1.0,0.99227,0.0077,3e-05,0.04545,0.9434413839435674,0.95,0.98,0.98,22469,23816,0.954263271253009,0.9170098589791589,0.9594184576485462,198,1.4e-05
23817,1789301379.6203432,dots_0_2,1,1,1,1.0,0.0022,0.88084,0.11696,0.37622,0.9434437586597808,0.95,0.98,0.98,22470,23817,0.954263271253009,0.9170202146244073,0.9594184576485462,198,0.002186
23818,1789301379.6212022,dots_0_2,1,1,1,1.0,0.01692,0.96815,0.01493,0.16314,0.9434461331765891,0.95,0.98,0.98,22471,23818,0.954263271253009,0.9170305676855895,0.9594184576485462,195,0.00051
23819,1789301379.6220117,dots_0_2,0,0,1,1.0,0.99119,0.00878,3e-05,0.0507,0.9434485074940174,0.95,0.98,0.98,22472,23819,0.9542690651127439,0.9170305676855895,0.9594184576485462,195,1.7e-05
23820,1789301379.6227436,dots_0_2,0,0,1,1.0,0.98836,0.0116,4e-05,0.06371,0.9434508816120907,0.95,0.98,0.98,22473,23820,0.9542748575047498,0.9170305676855895,0.9594184576485462,195,2.6e-05
23821,1789301379.729745,dots_0_2,2,2,1,1.0,0.0,0.00124,0.99876,0.00951,0.9434532555308341,0.95,0.98,0.98,22474,23821,0.9542748575047498,0.9170305676855895,0.9594235874099355,132,5.7e-05
23822,1789301379.7306466,dots_0_2,0,0,1,1.0,0.99052,0.00945,4e-05,0.05385,0.9434556292502728,0.95,0.98,0.98,22475,23822,0.9542806484295846,0.9170305676855895,0.9594235874099355,198,1.8e-05
23823,1789301379.7314582,dots_0_2,1,1,1,1.0,0.00109,0.98428,0.01463,0.08485,0.9434580027704319,0.95,0.98,0.98,22476,23823,0.9542806484295846,0.9170409181636726,0.9594235874099355,195,0.000315
23824,1789301379.7323468,dots_0_2,1,1,1,1.0,0.00388,0.98675,0.00938,0.07848,0.9434603760913365,0.95,0.98,0.98,22477,23824,0.9542806484295846,0.9170512660596233,0.9594235874099355,198,0.000255
23825,1789301379.7332249,dots_0_2,1,1,1,1.0,0.00393,0.8774,0.11868,0.38945,0.9434627492130115,0.95,0.98,0.98,22478,23825,0.9542806484295846,0.9170616113744076,0.9594235874099355,198,0.002232
23826,1789301379.8393376,dots_0_2,0,0,1,1.0,0.98779,0.01216,5e-05,0.06627,0.9434651221354823,0.95,0.98,0.98,22479,23826,0.9542864378878055,0.9170616113744076,0.9594235874099355,198,2.9e-05
23827,1789301379.840185,dots_0_2,1,1,1,1.0,0.00883,0.98607,0.0051,0.08252,0.9434674948587737,0.95,0.98,0.98,22480,23827,0.9542864378878055,0.9170719541089911,0.9594235874099355,198,0.000226
23828,1789301379.8408418,dots_0_2,1,1,1,1.0,0.00404,0.97983,0.01613,0.10881,0.9434698673829108,0.95,0.98,0.98,22481,23828,0.9542864378878055,0.9170822942643392,0.9594235874099355,198,0.000367
23829,1789301379.8417222,dots_0_2,1,1,1,1.0,0.02281,0.8058,0.1714,0.56252,0.9434722397079189,0.95,0.98,0.98,22482,23829,0.9542864378878055,0.9170926318414163,0.9594235874099355,192,0.003139
23830,1789301379.842633,dots_0_2,2,2,1,1.0,0.0,0.0235,0.9765,0.11139,0.9434746118338229,0.95,0.98,0.98,22483,23830,0.9542864378878055,0.9170926318414163,0.9594287158746209,198,0.000572
23831,1789301379.949568,dots_0_2,0,0,1,1.0,0.98981,0.01015,4e-05,0.0571,0.9434769837606479,0.95,0.98,0.98,22484,23831,0.9542922258799696,0.9170926318414163,0.9594287158746209,198,2e-05
23832,1789301379.9510968,dots_0_2,1,1,1,1.0,0.00557,0.84896,0.14547,0.44836,0.9434793554884189,0.95,0.98,0.98,22485,23832,0.9542922258799696,0.9171029668411868,0.9594287158746209,198,0.002606
23833,1789301379.9524157,dots_0_2,2,2,1,1.0,0.0,0.05716,0.94283,0.21912,0.943481727017161,1.0,0.98,0.98,22486,23833,0.9542922258799696,0.9171029668411868,0.9594338430430936,198,0.001613
23834,1789301379.9532208,dots_0_2,0,0,1,1.0,0.99206,0.00791,3e-05,0.0465,0.9434840983468994,1.0,0.98,0.98,22487,23834,0.9542980124066337,0.9171029668411868,0.9594338430430936,195,1.4e-05
23835,1789301379.9539194,dots_0_2,2,2,1,1.0,0.0,0.00052,0.99948,0.00445,0.9434864694776589,1.0,0.98,0.98,22488,23835,0.9542980124066337,0.9171029668411868,0.9594389689158453,132,2.4e-05
23836,1789301380.0596545,dots_0_2,1,1,1,1.0,0.00124,0.94145,0.05732,0.22896,0.9434888404094647,1.0,0.98,0.98,22489,23836,0.9542980124066337,0.9171132992646143,0.9594389689158453,195,0.001096
23837,1789301380.0611556,dots_0_2,0,0,1,1.0,0.98979,0.01017,4e-05,0.0572,0.9434912111423417,1.0,0.98,0.98,22490,23837,0.9543037974683545,0.9171132992646143,0.9594389689158453,198,2.2e-05
23838,1789301380.0620685,dots_0_2,1,1,1,1.0,0.00371,0.98234,0.01396,0.09788,0.9434935816763151,1.0,0.98,0.98,22491,23838,0.9543037974683545,0.917123629112662,0.9594389689158453,198,0.000304
23839,1789301380.0629444,dots_0_2,2,2,1,1.0,0.0,0.00254,0.99746,0.01772,0.9434959520114099,1.0,0.98,0.98,22492,23839,0.9543037974683545,0.917123629112662,0.959444093493367,133,0.000103
23840,1789301380.0635898,dots_0_2,0,0,1,1.0,0.99076,0.00921,3e-05,0.05269,0.9434983221476511,1.0,0.98,0.98,22493,23840,0.9543095810656879,0.917123629112662,0.959444093493367,198,1.8e-05
23841,1789301380.1696312,dots_0_2,2,2,1,1.0,0.0,0.00475,0.99525,0.03014,0.9435006920850636,1.0,0.98,0.98,22494,23841,0.9543095810656879,0.917123629112662,0.9594492167761496,132,0.000225
23842,1789301380.1706786,dots_0_2,2,2,1,1.0,0.0,0.00184,0.99816,0.01343,0.9435030618236725,1.0,0.98,0.98,22495,23842,0.9543095810656879,0.917123629112662,0.9594543387646836,132,8e-05
23843,1789301380.1714275,dots_0_2,1,2,0,-1.0,0.00174,0.89367,0.10459,0.34763,0.9434634903325924,0.95,0.97,0.978,22495,23843,0.9543095810656879,0.9170093457943925,0.9594543387646836,198,0.018509
23844,1789301380.172017,dots_0_2,0,0,1,1.0,0.98839,0.01158,4e-05,0.06354,0.9434658614326455,0.95,0.97,0.978,22496,23844,0.9543153631991901,0.9170093457943925,0.9594543387646836,198,2.5e-05
23845,1789301380.1725433,dots_0_2,0,0,1,1.0,0.99044,0.00953,3e-05,0.05419,0.9434682323338226,0.95,0.97,0.978,22497,23845,0.9543211438694167,0.9170093457943925,0.9594543387646836,198,2e-05
23846,1789301380.279634,dots_0_2,1,1,1,1.0,0.00806,0.98837,0.00357,0.07056,0.9434706030361486,0.95,0.97,0.978,22498,23846,0.9543211438694167,0.9170196860204336,0.9594543387646836,198,0.000184
23847,1789301380.2805493,dots_0_2,2,2,1,1.0,0.0,0.00087,0.99913,0.00699,0.9434729735396485,0.95,0.97,0.978,22499,23847,0.9543211438694167,0.9170196860204336,0.9594594594594594,132,4.1e-05
23848,1789301380.2814121,dots_0_2,1,1,1,1.0,0.00112,0.96994,0.02894,0.13972,0.9434753438443475,0.95,0.97,0.978,22500,23848,0.9543211438694167,0.9170300236701133,0.9594594594594594,198,0.000574
23849,1789301380.2820265,dots_0_2,0,0,1,1.0,0.99188,0.0081,3e-05,0.04737,0.9434777139502705,0.95,0.97,0.978,22501,23849,0.9543269230769231,0.9170300236701133,0.9594594594594594,198,1.4e-05
23850,1789301380.2825975,dots_0_2,1,1,1,1.0,0.00558,0.95293,0.04149,0.20694,0.9434800838574423,0.95,0.97,0.978,22502,23850,0.9543269230769231,0.9170403587443946,0.9594594594594594,195,0.000832
23851,1789301380.3881993,dots_0_2,0,0,1,1.0,0.98928,0.01068,3e-05,0.05951,0.9434824535658882,0.95,0.98,0.978,22503,23851,0.9543327008222644,0.9170403587443946,0.9594594594594594,198,2.2e-05
23852,1789301380.389209,dots_0_2,1,1,1,1.0,0.0083,0.98355,0.00815,0.09531,0.9434848230756331,0.95,0.98,0.978,22504,23852,0.9543327008222644,0.9170506912442397,0.9594594594594594,198,0.000293
23853,1789301380.3899124,dots_0_2,2,2,1,1.0,0.0,0.00024,0.99976,0.0022,0.9434871923867019,0.95,0.98,0.978,22505,23853,0.9543327008222644,0.9170506912442397,0.9594645788609673,130,9e-06
23854,1789301380.3905437,dots_0_2,0,0,1,1.0,0.98972,0.01024,4e-05,0.05754,0.9434895614991197,0.95,0.98,0.978,22506,23854,0.9543384771059954,0.9170506912442397,0.9594645788609673,198,2.2e-05
23855,1789301380.391148,dots_0_2,1,1,1,1.0,0.00404,0.99181,0.00416,0.0532,0.9434919304129114,0.95,0.98,0.98,22507,23855,0.9543384771059954,0.9170610211706102,0.9594645788609673,198,0.000148
23856,1789301380.4971,dots_0_2,2,2,1,1.0,0.0,6e-05,0.99994,0.00062,0.9434942991281019,0.95,0.98,0.98,22508,23856,0.9543384771059954,0.9170610211706102,0.959469696969697,132,3e-06
23857,1789301380.4984407,dots_0_2,0,0,1,1.0,0.99049,0.00948,3e-05,0.05394,0.9434966676447164,0.95,0.98,0.98,22509,23857,0.9543442519286708,0.9170610211706102,0.959469696969697,198,1.9e-05
23858,1789301380.4992368,dots_0_2,0,0,1,1.0,0.99028,0.00968,4e-05,0.05493,0.9434990359627797,0.95,0.98,0.98,22510,23858,0.9543500252908447,0.9170610211706102,0.959469696969697,198,1.9e-05
23859,1789301380.4998658,dots_0_2,1,1,1,1.0,0.00774,0.97108,0.02119,0.14778,0.943501404082317,0.95,0.98,0.98,22511,23859,0.9543500252908447,0.9170713485244677,0.959469696969697,195,0.000516
23860,1789301380.5004916,dots_0_2,2,2,1,1.0,0.0,0.02194,0.97806,0.10551,0.9435037720033529,0.95,0.98,0.98,22512,23860,0.9543500252908447,0.9170713485244677,0.9594748137861381,135,0.000954
23861,1789301380.605257,dots_0_2,1,1,1,1.0,0.01058,0.98694,0.00248,0.07595,0.9435061397259126,0.95,0.98,0.98,22513,23861,0.9543500252908447,0.9170816733067729,0.9594748137861381,198,0.000245
23862,1789301380.6068735,dots_0_2,0,0,1,1.0,0.99009,0.00987,3e-05,0.05581,0.943508507250021,0.95,0.98,0.98,22514,23862,0.9543557971930712,0.9170816733067729,0.9594748137861381,198,2e-05
23863,1789301380.607739,dots_0_2,0,0,1,1.0,0.99078,0.00919,3e-05,0.05263,0.9435108745757029,1.0,0.98,0.98,22515,23863,0.954361567635904,0.9170816733067729,0.9594748137861381,195,1.8e-05
23864,1789301380.6085556,dots_0_2,2,2,1,1.0,0.0,0.00662,0.99338,0.03981,0.9435132417029836,1.0,0.98,0.98,22516,23864,0.954361567635904,0.9170816733067729,0.9594799293107801,188,0.000196
23865,1789301380.6091976,dots_0_2,2,2,1,1.0,0.0,0.01058,0.98942,0.05864,0.9435156086318877,1.0,0.98,0.98,22517,23865,0.954361567635904,0.9170816733067729,0.9594850435441121,132,0.000482
23866,1789301380.7137623,dots_0_2,1,1,1,1.0,0.00063,0.949,0.05037,0.20486,0.9435179753624403,1.0,0.98,0.98,22518,23866,0.954361567635904,0.9170919955184862,0.9594850435441121,198,0.001118
